Date,Gasoil,Akcyza,Opłata.paliwowa,USD_PLN,BRENT,BRENT_PLN,stand_gasoil,stand_BRENT_PLN,stand_BRENT
2022-06-28,7.13,1.1,0.32912,4.462,113.77,507.64173999999997,4.744531517166466,3.402595363651463,1.4411913182285678
2022-06-27,7.26,1.1,0.32912,4.4213,115.09,508.84741699999995,4.925548582310917,3.4188083985762203,1.4930948551554826
2022-06-24,7.31,1.1,0.32912,4.4378,113.12,502.00393600000007,4.9951705304433975,3.326782427723404,1.4156327583781936
2022-06-23,7.22,1.1,0.32912,4.4726,110.05,492.20963,4.869851023804932,3.195075987904314,1.294917714161809
2022-06-22,7.3,1.1,0.32912,4.4448,111.74,496.661952,4.981246140816902,3.2549474560357163,1.3613699697727828
2022-06-21,7.38,1.1,0.32912,4.3967,114.65,504.081655,5.092641257828872,3.3547220257341737,1.4757936761798445
2022-06-16,7.36,1.1,0.32912,4.4738,119.81,536.005978,5.06479247857588,3.7840162427991357,1.67868932053051
2022-06-15,7.26,1.1,0.32912,4.4572,118.51,528.2227720000001,4.925548582310917,3.679353558925611,1.627572200829761
2022-06-14,7.2,1.1,0.32912,4.47,121.17,541.6299,4.8420022445519395,3.859642504061572,1.7321656919097552
2022-06-10,7.35,1.1,0.32912,4.3746,122.01,533.744946,5.050868088949382,3.7536115898265785,1.765195215408701
2022-06-09,7.13,1.1,0.32912,4.3358,123.07,533.606906,4.744531517166466,3.7517553320220305,1.806875328395465
2022-06-08,7.31,1.1,0.32912,4.2769,123.58,528.539302,4.9951705304433975,3.68361001562565,1.8269289676626823
2022-06-07,7.39,1.1,0.32912,4.2702,120.57,514.858014,5.106565647455367,3.4996343735924498,1.708573175124794
2022-06-06,7.15,1.1,0.32912,4.2825,119.51,511.801575,4.772380296419459,3.4585336872126065,1.6668930621380296
2022-06-02,7.17,1.1,0.32912,4.2542,117.61,500.336462,4.800229075672451,3.3043594950489594,1.5921834256523193
2022-06-01,6.91,1.1,0.32912,4.3053,113.56,488.909868,4.438194945383549,3.1507032773446975,1.4329339373538317
2022-05-31,6.75,1.1,0.32912,4.2656,115.6,493.10336,4.21540471135961,3.207094194856345,1.5131484944226992
2022-05-27,6.69,1.1,0.32912,4.2561,119.43,508.30602300000004,4.1318583736006325,3.4115281404058706,1.6637473932333682
2022-05-26,6.48,1.1,0.32912,4.2894,114.17,489.72079799999995,3.8394461914442117,3.161608052347897,1.4569196627518755
2022-05-25,6.39,1.1,0.32912,4.3033,111.12,478.182696,3.714126684805745,3.006452359163561,1.3369910357616566
2022-05-24,6.38,1.1,0.32912,4.276,110.69,473.31043999999997,3.700202295179249,2.9409339353316732,1.320083065399101
2022-05-20,6.5,1.1,0.32912,4.3769,112.55,492.620095,3.8672949706972037,3.200595611634708,1.3932198674324803
2022-05-19,6.54,1.1,0.32912,4.383,112.04,491.07132,3.9229925292031886,3.1797688535845916,1.3731662281652637
2022-05-18,6.62,1.1,0.32912,4.4349,109.11,483.891939,4.034387646215158,3.0832259528813855,1.2579561045320367
2022-05-17,6.66,1.1,0.32912,4.4062,111.93,493.18596600000006,4.090085204721143,3.2082050180394988,1.3688409334213543
2022-05-16,6.65,1.1,0.32912,4.4607,114.24,509.590368,4.076160815094648,3.4287990432599824,1.459672123043454
2022-05-13,6.59,1.1,0.32912,4.493,111.55,501.19415000000004,3.9926144773356698,3.3158930363693515,1.3538990061242118
2022-05-12,6.58,1.1,0.32912,4.4885,107.45,482.289325,3.9786900877091735,3.06167520856686,1.192683474760311
2022-05-11,6.53,1.1,0.32912,4.4394,107.51,477.279894,3.909068139576693,2.994312158798006,1.1950427264388073
2022-05-10,6.69,1.1,0.32912,4.4413,102.46,455.055598,4.1318583736006325,2.6954565886692374,0.9964723768320506
2022-05-06,6.88,1.1,0.32912,4.4615,112.39,501.427985,4.39642177650406,3.3190374730813645,1.3869285296231575
2022-05-05,6.83,1.1,0.32912,4.4531,110.9,493.84879,4.32679982837158,3.217118175262342,1.3283404462738375
2022-04-29,6.98,1.1,0.32912,4.4286,109.34,484.22312400000004,4.535665672769023,3.0876794789680213,1.2669999026329386
2022-04-28,6.89,1.1,0.32912,4.4665,107.59,480.55073500000003,4.410346166130556,3.0382959615630325,1.1981883953434687
2022-04-27,6.66,1.1,0.32912,4.4543,104.95,467.478785,4.090085204721143,2.86251423736602,1.0943813214896396
2022-04-26,6.59,1.1,0.32912,4.4272,104.61,463.129392,3.9926144773356698,2.804026880793327,1.0810122286448283
2022-04-22,6.65,1.1,0.32912,4.3048,106.65,459.10692000000006,4.076160815094648,2.749935711251354,1.1612267857136962
2022-04-21,6.68,1.1,0.32912,4.2764,108.33,463.262412,4.117933983974136,2.805815633424165,1.2272858327115872
2022-04-20,6.65,1.1,0.32912,4.2692,106.8,455.95055999999994,4.076160815094648,2.7074913626280424,1.1671249149099363
2022-04-19,6.66,1.1,0.32912,4.3016,107.25,461.34659999999997,4.090085204721143,2.7800532386324677,1.184819302498657
2022-04-14,6.49,1.1,0.32912,4.2796,111.7,478.03132000000005,3.853370581070708,3.004416768889574,1.3597971353204523
2022-04-13,6.41,1.1,0.32912,4.2527,108.78,462.608706,3.7419754640587377,2.7970250881881498,1.244980220300308
2022-04-12,6.23,1.1,0.32912,4.2818,104.64,448.04755199999994,3.491336450781806,2.6012176718181186,1.0821918544840763
2022-04-08,6.35,1.1,0.32912,4.2549,102.78,437.318622,3.65842912629976,2.456943113378939,1.009055052450697
2022-04-07,6.41,1.1,0.32912,4.2541,100.58,427.877378,3.7419754640587377,2.329984385041951,0.922549157572506
2022-04-06,6.44,1.1,0.32912,4.2773,101.07,432.306711,3.783748632938227,2.3895467144406037,0.9418163796135574
2022-04-05,6.54,1.1,0.32912,4.2595,106.64,454.23308000000003,3.9229925292031886,2.6843959869821847,1.1608335771006133
2022-04-01,6.65,1.1,0.32912,4.1931,104.39,437.717709,4.076160815094648,2.462309734347089,1.0723616391570092
2022-03-31,6.84,1.1,0.32912,4.1933,107.91,452.49900299999996,4.340724217998075,2.6610774273984656,1.2107710709621142
2022-03-30,6.99,1.1,0.32912,4.1533,113.45,471.191885,4.549590062395519,2.9124452055930963,1.4286086426099223
2022-03-29,7.09,1.1,0.32912,4.1959,110.23,462.51405700000004,4.688833958660481,2.7957523198243237,1.3019954691972975
2022-03-25,7.27,1.1,0.32912,4.2566,120.65,513.55879,4.939472971937413,3.4821633891686923,1.7117188440294557
2022-03-24,7.1,1.1,0.32912,4.3338,119.03,515.852214,4.702758348286977,3.5130036253258687,1.6480190487100606
2022-03-23,6.86,1.1,0.32912,4.2844,121.6,520.98304,4.368572997251069,3.5819991034936134,1.7490736622723104
2022-03-22,6.76,1.1,0.32912,4.2336,115.48,488.89612800000003,4.229329100986106,3.1505185121879715,1.5084299910657073
2022-03-18,6.41,1.1,0.32912,4.2622,107.93,460.019246,3.7419754640587377,2.7622039831855147,1.21155748818828
2022-03-17,6.15,1.1,0.32912,4.2188,106.64,449.892832,3.3799413337698363,2.6260316054719555,1.1608335771006133
2022-03-16,6.35,1.1,0.32912,4.2184,98.02,413.48756799999995,3.65842912629976,2.1364810735492186,0.8218877526233385
2022-03-15,6.7,1.1,0.32912,4.2963,99.91,429.24333299999995,4.145782763227128,2.3483527176224395,0.896204180495966
2022-03-11,7.06,1.1,0.32912,4.3794,112.67,493.426998,4.647060789780992,3.2114462345792383,1.3979383707894728
2022-03-10,7.34,1.1,0.32912,4.3515,109.33,475.74949499999997,5.036943699322887,2.973732507335953,1.2666066940198557
2022-03-09,7.7,1.1,0.32912,4.3045,111.14,478.40213,5.538221725876752,3.009403142089402,1.3377774529878217
2022-03-08,7.29,1.1,0.32912,4.4611,127.98,570.9315780000001,4.967321751190406,4.253669369273393,1.9999407574190642
2022-03-04,6.37,1.1,0.32912,4.4669,118.11,527.585559,3.686277905552753,3.670784799113895,1.6118438563064534
2022-03-03,6.16,1.1,0.32912,4.3421,110.46,479.628366,3.393865723396332,3.025892638939715,1.311039267298199
2022-03-02,5.77,1.1,0.32912,4.2605,112.93,481.13826500000005,2.8508145279629784,3.046196621863712,1.4081617947296228
2022-03-01,5.52,1.1,0.32912,4.2608,104.97,447.256176,2.5027047873005728,2.590575844258487,1.0951677387158048
2022-02-25,5.36,1.1,0.32912,4.1046,97.93,401.963478,2.279914553276634,1.9815138031724553,0.8183488751055946
2022-02-24,5.16,1.1,0.32912,4.1276,99.08,408.962608,2.0014267607467096,2.075632824380387,0.8635678656101031
2022-02-23,5.15,1.1,0.32912,4.0497,96.84,392.17294799999996,1.9875023711202136,1.849858140153351,0.7754891362795818
2022-02-22,5.07,1.1,0.32912,4.008,96.84,388.13472,1.8761072541082435,1.795555095807202,0.7754891362795818
2022-02-18,5.07,1.1,0.32912,3.9949,93.54,373.682946,1.8761072541082435,1.6012185391782714,0.6457302939622958
2022-02-17,5.07,1.1,0.32912,3.9794,92.97,369.964818,1.8761072541082435,1.5512199581995196,0.6233174030165824
2022-02-16,5.08,1.1,0.32912,3.949,94.81,374.40469,1.8900316437347395,1.6109240081212255,0.6956677878237967
2022-02-15,5.13,1.1,0.32912,3.9551,93.28,368.93172799999996,1.9596535918672204,1.5373277430785397,0.6355068700221458
2022-02-11,5,1.1,0.32912,4.021,94.44,379.74323999999996,1.7786365267227695,1.6827128019669753,0.6811190691397371
2022-02-10,5.01,1.1,0.32912,3.9391,91.41,360.073131,1.7925609163492655,1.4182040121411912,0.5619768593756834
2022-02-09,5.02,1.1,0.32912,3.9295,91.55,359.745725,1.8064853059757615,1.4138013031962788,0.567481779958841
2022-02-08,5.05,1.1,0.32912,3.9629,90.78,359.75206199999997,1.8482584748552504,1.4138865183926521,0.5372047167514744
2022-02-04,4.99,1.1,0.32912,3.9878,93.27,371.94210599999997,1.7647121370962737,1.5778090358714858,0.6351136614090629
2022-02-03,4.98,1.1,0.32912,3.9657,91.11,361.314927,1.7507877474697777,1.4349027481355114,0.550180600983203
2022-02-02,4.98,1.1,0.32912,4.0123,89.47,358.980481,1.7507877474697777,1.4035108790628161,0.4856943884376425
2022-02-01,4.99,1.1,0.32912,4.0505,89.16,361.14258,1.7647121370962737,1.432585155670716,0.4735049214320792
2022-01-28,4.95,1.1,0.32912,4.1054,90.03,369.609162,1.7090145785902886,1.5464373645619212,0.507714070770273
