code,date,Euro_super_95
DE,2014-09-01,1.58
DE,2014-08-25,1.557
DE,2014-08-18,1.565
DE,2014-08-11,1.578
DE,2014-08-04,1.584
DE,2014-07-28,1.593
DE,2014-07-21,1.589
DE,2014-07-14,1.603
DE,2014-07-07,1.608
DE,2014-06-30,1.599
DE,2014-06-23,1.606
DE,2014-06-16,1.598
DE,2014-06-09,1.584
DE,2014-06-02,1.559
DE,2014-05-26,1.558
DE,2014-05-19,1.558
DE,2014-05-12,1.577
DE,2014-05-05,1.563
DE,2014-04-28,1.602
DE,2014-04-14,1.572
DE,2014-04-07,1.559
DE,2014-03-31,1.554
DE,2014-03-24,1.521
DE,2014-03-17,1.519
DE,2014-03-10,1.525
DE,2014-03-03,1.543
DE,2014-02-24,1.545
DE,2014-02-17,1.546
DE,2014-02-10,1.532
DE,2014-02-03,1.531
DE,2014-01-27,1.529
DE,2014-01-20,1.524
DE,2014-01-13,1.526
DE,2014-01-06,1.539
DE,2013-12-16,1.546
DE,2013-12-09,1.565
DE,2013-12-02,1.574
DE,2013-11-25,1.578
DE,2013-11-18,1.564
DE,2013-11-11,1.536
DE,2013-11-04,1.559
DE,2013-10-28,1.548
DE,2013-10-21,1.567
DE,2013-10-14,1.569
DE,2013-10-07,1.569
DE,2013-09-30,1.587
DE,2013-09-23,1.588
DE,2013-09-16,1.608
DE,2013-09-09,1.634
DE,2013-09-02,1.647
DE,2013-08-26,1.628
DE,2013-08-19,1.63
DE,2013-08-12,1.604
DE,2013-08-05,1.628
DE,2013-07-29,1.618
DE,2013-07-22,1.649
DE,2013-07-15,1.636
DE,2013-07-08,1.61
DE,2013-07-01,1.595
DK,2022-09-19,2.036
DK,2022-09-12,1.996
DK,2022-09-05,2.036
DK,2022-08-29,2.116
DK,2022-08-22,2.116
DK,2022-08-15,2.116
DK,2022-08-08,2.086
DK,2022-08-01,2.219
DK,2022-07-25,2.192
DK,2022-07-18,2.246
DK,2022-07-11,2.328
DK,2022-07-04,2.382
DK,2022-06-27,2.435
DK,2022-06-20,2.436
DK,2022-06-13,2.491
DK,2022-06-06,2.545
DK,2022-05-30,2.41
DK,2022-05-23,2.315
DK,2022-05-16,2.221
DK,2022-05-09,2.209
DK,2022-05-02,2.182
DK,2022-04-25,2.088
DK,2022-04-11,2.021
DK,2022-04-04,2.088
DK,2022-03-28,2.128
DK,2022-03-21,2.047
DK,2022-03-14,2.074
DK,2022-03-07,2.074
DK,2022-02-28,1.952
DK,2022-02-21,1.911
DK,2022-02-14,1.898
DK,2022-02-07,1.87
DK,2022-01-31,1.857
DK,2022-01-24,1.843
DK,2022-01-17,1.817
DK,2022-01-10,1.804
DK,2022-01-03,1.804
DK,2021-12-20,1.764
DK,2021-12-13,1.778
DK,2021-12-06,1.724
DK,2021-11-29,1.821
DK,2021-11-22,1.834
DK,2021-11-15,1.888
DK,2021-11-08,1.874
DK,2021-11-01,1.833
DK,2021-10-25,1.82
DK,2021-10-18,1.806
DK,2021-10-11,1.779
DK,2021-10-04,1.767
DK,2021-09-27,1.713
DK,2021-09-20,1.713
DK,2021-09-13,1.713
DK,2021-09-06,1.713
DK,2021-08-30,1.7
DK,2021-08-23,1.675
DK,2021-08-16,1.7
DK,2021-08-09,1.702
DK,2021-08-02,1.702
DK,2021-07-26,1.689
DK,2021-07-19,1.702
DK,2021-07-12,1.689
DK,2021-07-05,1.689
DK,2021-06-28,1.675
DK,2021-06-21,1.649
DK,2021-06-14,1.674
DK,2021-06-07,1.392
DK,2021-05-31,1.647
DK,2021-05-24,1.637
DK,2021-05-17,1.647
DK,2021-05-10,1.647
DK,2021-05-03,1.634
DK,2021-04-26,1.634
DK,2021-04-19,1.634
DK,2021-04-12,1.62
DK,2021-03-29,1.62
DK,2021-03-22,1.62
DK,2021-03-15,1.634
DK,2021-03-08,1.607
DK,2021-03-01,1.446
DK,2021-02-22,1.567
DK,2021-02-15,1.54
DK,2021-02-08,1.54
DK,2021-02-01,1.513
DK,2021-01-25,1.512
DK,2021-01-18,1.512
DK,2021-01-11,1.499
DK,2020-12-21,1.458
DK,2020-12-14,1.471
DK,2020-12-07,1.458
DK,2020-11-30,1.445
DK,2020-11-23,1.417
DK,2020-11-16,1.43
DK,2020-11-09,1.403
DK,2020-11-02,1.404
DK,2020-10-26,1.445
DK,2020-10-19,1.458
DK,2020-10-12,1.485
DK,2020-10-05,1.472
DK,2020-09-28,1.471
DK,2020-09-21,1.498
DK,2020-09-14,1.472
DK,2020-09-07,1.472
DK,2020-08-31,1.484
DK,2020-08-24,1.485
DK,2020-08-17,1.47
DK,2020-08-10,1.451
DK,2020-08-03,1.425
DK,2020-07-27,1.452
DK,2020-07-20,1.438
DK,2020-07-13,1.465
DK,2020-07-06,1.451
DK,2020-06-29,1.424
DK,2020-06-22,1.45
DK,2020-06-15,1.395
DK,2020-06-08,1.382
DK,2020-06-01,1.355
DK,2020-05-25,1.354
DK,2020-05-18,1.328
DK,2020-05-11,1.314
DK,2020-05-04,1.286
DK,2020-04-27,1.26
DK,2020-04-20,1.274
DK,2020-04-06,1.272
DK,2020-03-30,1.312
DK,2020-03-23,1.325
DK,2020-03-16,1.392
DK,2020-03-09,1.522
DK,2020-03-02,1.548
DK,2020-02-24,1.602
DK,2020-02-17,1.576
DK,2020-02-10,1.562
DK,2020-02-03,1.588
DK,2020-01-27,1.615
DK,2020-01-20,1.629
DK,2020-01-13,1.642
DK,2020-01-06,1.669
DK,2019-12-16,1.629
DK,2019-12-09,1.615
DK,2019-12-02,1.62
DK,2019-11-25,1.606
DK,2019-11-18,1.619
DK,2019-11-11,1.606
DK,2019-11-04,1.593
DK,2019-10-28,1.593
DK,2019-10-21,1.606
DK,2019-10-14,1.58
DK,2019-10-07,1.607
DK,2019-09-30,1.673
DK,2019-09-23,1.673
DK,2019-09-16,1.58
DK,2019-09-09,1.609
DK,2019-09-02,1.596
DK,2019-08-26,1.596
DK,2019-08-19,1.596
DK,2019-08-12,1.594
DK,2019-08-05,1.648
DK,2019-07-29,1.647
DK,2019-07-22,1.621
DK,2019-07-15,1.661
DK,2019-07-08,1.635
DK,2019-07-01,1.634
DK,2019-06-24,1.607
DK,2019-06-17,1.607
DK,2019-06-10,1.607
DK,2019-06-03,1.687
DK,2019-05-27,1.7
DK,2019-05-20,1.701
DK,2019-05-13,1.671
DK,2019-05-06,1.685
DK,2019-04-29,1.699
DK,2019-04-15,1.672
DK,2019-04-08,1.658
DK,2019-04-01,1.618
DK,2019-03-25,1.618
DK,2019-03-18,1.579
DK,2019-03-11,1.566
DK,2019-03-04,1.552
DK,2019-02-25,1.552
DK,2019-02-18,1.545
DK,2019-02-11,1.505
DK,2019-02-04,1.504
DK,2019-01-28,1.507
DK,2019-01-21,1.507
DK,2019-01-14,1.507
DK,2019-01-07,1.493
DK,2018-12-17,1.503
DK,2018-12-10,1.503
DK,2018-12-03,1.477
DK,2018-11-26,1.505
DK,2018-11-19,1.558
DK,2018-11-12,1.572
DK,2018-11-05,1.613
DK,2018-10-29,1.602
DK,2018-10-22,1.615
DK,2018-10-15,1.628
DK,2018-10-08,1.682
DK,2018-10-01,1.654
DK,2018-09-24,1.653
DK,2018-09-17,1.653
DK,2018-09-10,1.653
DK,2018-09-03,1.668
DK,2018-08-27,1.653
DK,2018-08-20,1.653
DK,2018-08-13,1.654
DK,2018-08-06,1.668
DK,2018-07-30,1.658
DK,2018-07-23,1.658
DK,2018-07-16,1.643
DK,2018-07-09,1.644
DK,2018-07-02,1.644
DK,2018-06-25,1.617
DK,2018-06-18,1.631
DK,2018-06-11,1.644
DK,2018-06-04,1.659
DK,2018-05-28,1.672
DK,2018-05-21,1.672
DK,2018-05-14,1.644
DK,2018-05-07,1.604
DK,2018-04-30,1.577
DK,2018-04-23,1.578
DK,2018-04-16,1.564
DK,2018-04-09,1.551
DK,2018-03-26,1.551
DK,2018-03-19,1.51
DK,2018-03-12,1.483
DK,2018-03-05,1.497
DK,2018-02-26,1.497
DK,2018-02-19,1.497
DK,2018-02-12,1.52
DK,2018-02-05,1.534
DK,2018-01-29,1.548
DK,2018-01-22,1.534
DK,2018-01-15,1.533
DK,2018-01-08,1.534
DK,2018-01-01,1.547
DK,2017-12-18,1.534
DK,2017-12-11,1.507
DK,2017-12-04,1.521
DK,2017-11-27,1.521
DK,2017-11-20,1.508
DK,2017-11-13,1.508
DK,2017-11-06,1.485
DK,2017-10-30,1.512
DK,2017-10-23,1.471
DK,2017-10-16,1.471
DK,2017-10-09,1.498
DK,2017-10-02,1.498
DK,2017-09-25,1.508
DK,2017-09-18,1.521
DK,2017-09-11,1.535
DK,2017-09-04,1.549
DK,2017-08-28,1.468
DK,2017-08-21,1.455
DK,2017-08-14,1.456
DK,2017-08-07,1.483
DK,2017-07-31,1.47
DK,2017-07-24,1.47
DK,2017-07-17,1.47
DK,2017-07-10,1.456
DK,2017-07-03,1.456
DK,2017-06-26,1.456
DK,2017-06-19,1.456
DK,2017-06-12,1.47
DK,2017-06-05,1.496
DK,2017-05-29,1.496
DK,2017-05-22,1.495
DK,2017-05-15,1.472
DK,2017-05-08,1.472
DK,2017-05-01,1.512
DK,2017-04-24,1.526
DK,2017-04-10,1.533
DK,2017-04-03,1.492
DK,2017-03-27,1.472
DK,2017-03-20,1.473
DK,2017-03-13,1.507
DK,2017-03-06,1.527
DK,2017-02-27,1.514
DK,2017-02-20,1.519
DK,2017-02-13,1.518
DK,2017-02-06,1.518
DK,2017-01-30,1.518
DK,2017-01-23,1.505
DK,2017-01-16,1.505
DK,2017-01-09,1.505
DK,2017-01-02,1.509
DK,2016-12-19,1.478
DK,2016-12-12,1.451
DK,2016-12-05,1.464
DK,2016-11-28,1.421
DK,2016-11-21,1.407
DK,2016-11-14,1.396
DK,2016-11-07,1.404
DK,2016-10-31,1.433
DK,2016-10-24,1.446
DK,2016-10-17,1.446
DK,2016-10-10,1.441
DK,2016-10-03,1.418
DK,2016-09-26,1.403
DK,2016-09-19,1.393
DK,2016-09-12,1.419
DK,2016-09-05,1.392
DK,2016-08-29,1.408
DK,2016-08-22,1.406
DK,2016-08-15,1.394
DK,2016-08-08,1.392
DK,2016-08-01,1.444
DK,2016-07-25,1.405
DK,2016-07-18,1.405
DK,2016-07-11,1.408
DK,2016-07-04,1.447
DK,2016-06-27,1.462
DK,2016-06-20,1.45
DK,2016-06-13,1.459
DK,2016-06-06,1.476
DK,2016-05-30,1.475
DK,2016-05-23,1.459
DK,2016-05-16,1.451
DK,2016-05-09,1.424
DK,2016-05-02,1.453
DK,2016-04-25,1.436
DK,2016-04-18,1.439
DK,2016-04-11,1.409
DK,2016-04-04,1.422
DK,2016-03-21,1.384
DK,2016-03-14,1.384
DK,2016-03-07,1.343
DK,2016-02-29,1.326
DK,2016-02-22,1.339
DK,2016-02-15,1.325
DK,2016-02-08,1.351
DK,2016-02-01,1.382
DK,2016-01-25,1.364
DK,2016-01-18,1.351
DK,2016-01-11,1.391
DK,2016-01-04,1.398
DK,2015-12-14,1.391
DK,2015-12-07,1.418
DK,2015-11-30,1.445
DK,2015-11-23,1.43
DK,2015-11-16,1.444
DK,2015-11-09,1.46
DK,2015-11-02,1.443
DK,2015-10-26,1.402
DK,2015-10-19,1.433
DK,2015-10-12,1.446
DK,2015-10-05,1.442
DK,2015-09-28,1.457
DK,2015-09-21,1.446
DK,2015-09-14,1.473
DK,2015-09-07,1.477
DK,2015-08-31,1.463
DK,2015-08-24,1.483
DK,2015-08-17,1.523
DK,2015-08-10,1.547
DK,2015-08-03,1.581
DK,2015-07-27,1.587
DK,2015-07-20,1.587
DK,2015-07-13,1.643
DK,2015-07-06,1.63
DK,2015-06-29,1.59
DK,2015-06-22,1.6
DK,2015-06-15,1.617
DK,2015-06-08,1.575
DK,2015-06-01,1.579
DK,2015-05-25,1.588
DK,2015-05-18,1.586
DK,2015-05-11,1.576
DK,2015-05-04,1.583
DK,2015-04-27,1.592
DK,2015-04-20,1.579
DK,2015-04-13,1.531
DK,2015-03-30,1.561
DK,2015-03-23,1.524
DK,2015-03-16,1.535
DK,2015-03-09,1.519
DK,2015-03-02,1.495
DK,2015-02-23,1.468
DK,2015-02-16,1.472
DK,2015-02-09,1.448
DK,2015-02-02,1.394
DK,2015-01-26,1.383
DK,2015-01-19,1.38
DK,2015-01-12,1.385
DK,2015-01-05,1.392
DK,2014-12-15,1.436
DK,2014-12-08,1.476
DK,2014-12-01,1.503
DK,2014-11-24,1.556
DK,2014-11-17,1.569
DK,2014-11-10,1.573
DK,2014-11-03,1.582
DK,2014-10-27,1.572
DK,2014-10-20,1.558
DK,2014-10-13,1.628
DK,2014-10-06,1.655
DK,2014-09-29,1.663
DK,2014-09-22,1.655
DK,2014-09-15,1.666
DK,2014-09-08,1.692
DK,2014-09-01,1.667
DK,2014-08-25,1.666
DK,2014-08-18,1.661
DK,2014-08-11,1.666
DK,2014-08-04,1.678
DK,2014-07-28,1.676
DK,2014-07-21,1.679
DK,2014-07-14,1.709
DK,2014-07-07,1.719
DK,2014-06-30,1.719
DK,2014-06-23,1.733
DK,2014-06-16,1.727
DK,2014-06-09,1.678
DK,2014-06-02,1.691
DK,2014-05-26,1.691
DK,2014-05-19,1.688
DK,2014-05-12,1.661
DK,2014-05-05,1.667
DK,2014-04-28,1.693
DK,2014-04-14,1.688
DK,2014-04-07,1.661
DK,2014-03-31,1.677
DK,2014-03-24,1.661
DK,2014-03-17,1.64
DK,2014-03-10,1.648
DK,2014-03-03,1.662
DK,2014-02-24,1.662
DK,2014-02-17,1.655
DK,2014-02-10,1.651
DK,2014-02-03,1.651
DK,2014-01-27,1.638
DK,2014-01-20,1.632
DK,2014-01-13,1.643
DK,2014-01-06,1.652
DK,2013-12-16,1.615
DK,2013-12-09,1.638
DK,2013-12-02,1.642
DK,2013-11-25,1.656
DK,2013-11-18,1.642
DK,2013-11-11,1.617
DK,2013-11-04,1.63
DK,2013-10-28,1.623
DK,2013-10-21,1.653
DK,2013-10-14,1.657
DK,2013-10-07,1.644
DK,2013-09-30,1.644
DK,2013-09-23,1.664
DK,2013-09-16,1.678
DK,2013-09-09,1.719
DK,2013-09-02,1.737
DK,2013-08-26,1.707
DK,2013-08-19,1.721
DK,2013-08-12,1.692
DK,2013-08-05,1.728
DK,2013-07-29,1.705
DK,2013-07-22,1.728
DK,2013-07-15,1.723
DK,2013-07-08,1.7
DK,2013-07-01,1.666
EE,2022-09-19,1.827
EE,2022-09-12,1.897
EE,2022-09-05,1.897
EE,2022-08-29,1.897
EE,2022-08-22,1.896
EE,2022-08-15,1.897
EE,2022-08-08,1.931
EE,2022-08-01,1.957
EE,2022-07-25,1.758
EE,2022-07-18,2.004
EE,2022-07-11,2.047
EE,2022-07-04,2.169
EE,2022-06-27,2.147
EE,2022-06-20,2.169
EE,2022-06-13,2.119
EE,2022-06-06,2.112
EE,2022-05-30,2.011
EE,2022-05-23,1.995
EE,2022-05-16,1.956
EE,2022-05-09,1.894
EE,2022-05-02,1.894
EE,2022-04-25,1.834
EE,2022-04-11,1.785
EE,2022-04-04,1.843
EE,2022-03-28,1.869
EE,2022-03-21,1.834
EE,2022-03-14,1.93
EE,2022-03-07,1.776
EE,2022-02-28,1.687
EE,2022-02-21,1.664
EE,2022-02-14,1.648
EE,2022-02-07,1.636
EE,2022-01-31,1.616
EE,2022-01-24,1.586
EE,2022-01-17,1.584
EE,2022-01-10,1.545
EE,2022-01-03,1.602
EE,2021-12-20,1.512
EE,2021-12-13,1.527
EE,2021-12-06,1.547
EE,2021-11-29,1.54
EE,2021-11-22,1.579
EE,2021-11-15,1.573
EE,2021-11-08,1.573
EE,2021-11-01,1.57
EE,2021-10-25,1.574
EE,2021-10-18,1.548
EE,2021-10-11,1.527
EE,2021-10-04,1.488
EE,2021-09-27,1.469
EE,2021-09-20,1.454
EE,2021-09-13,1.45
EE,2021-09-06,1.45
EE,2021-08-30,1.45
EE,2021-08-23,1.456
EE,2021-08-16,1.447
EE,2021-08-09,1.447
EE,2021-08-02,1.449
EE,2021-07-26,1.449
EE,2021-07-19,1.462
EE,2021-07-12,1.462
EE,2021-07-05,1.426
EE,2021-06-28,1.426
EE,2021-06-21,1.415
EE,2021-06-14,1.415
EE,2021-06-07,1.389
EE,2021-05-31,1.389
EE,2021-05-24,1.393
EE,2021-05-17,1.365
EE,2021-05-10,1.38
EE,2021-05-03,1.375
EE,2021-04-26,1.375
EE,2021-04-19,1.375
EE,2021-04-12,1.375
EE,2021-03-29,1.375
EE,2021-03-22,1.381
EE,2021-03-15,1.346
EE,2021-03-08,1.346
EE,2021-03-01,1.357
EE,2021-02-22,1.326
EE,2021-02-15,1.317
EE,2021-02-08,1.277
EE,2021-02-01,1.277
EE,2021-01-25,1.277
EE,2021-01-18,1.274
EE,2021-01-11,1.244
EE,2020-12-21,1.244
EE,2020-12-14,1.244
EE,2020-12-07,1.229
EE,2020-11-30,1.229
EE,2020-11-23,1.229
EE,2020-11-16,1.229
EE,2020-11-09,1.229
EE,2020-11-02,1.229
EE,2020-10-26,1.229
EE,2020-10-19,1.229
EE,2020-10-12,1.229
EE,2020-10-05,1.229
EE,2020-09-28,1.253
EE,2020-09-21,1.253
EE,2020-09-14,1.253
EE,2020-09-07,1.253
EE,2020-08-31,1.253
EE,2020-08-24,1.253
EE,2020-08-17,1.253
EE,2020-08-10,1.253
EE,2020-08-03,1.253
EE,2020-07-27,1.251
EE,2020-07-20,1.255
EE,2020-07-13,1.235
EE,2020-07-06,1.194
EE,2020-06-29,1.194
EE,2020-06-22,1.194
EE,2020-06-15,1.194
EE,2020-06-08,1.176
EE,2020-06-01,1.177
EE,2020-05-25,1.147
EE,2020-05-18,1.146
EE,2020-05-11,1.146
EE,2020-05-04,1.147
EE,2020-04-27,1.199
EE,2020-04-20,1.199
EE,2020-04-06,1.248
EE,2020-03-30,1.248
EE,2020-03-23,1.249
EE,2020-03-16,1.299
EE,2020-03-09,1.299
EE,2020-03-02,1.363
EE,2020-02-24,1.385
EE,2020-02-17,1.386
EE,2020-02-10,1.318
EE,2020-02-03,1.345
EE,2020-01-27,1.415
EE,2020-01-20,1.41
EE,2020-01-13,1.405
EE,2020-01-06,1.379
EE,2019-12-16,1.392
EE,2019-12-09,1.383
EE,2019-12-02,1.31
EE,2019-11-25,1.355
EE,2019-11-18,1.35
EE,2019-11-11,1.333
EE,2019-11-04,1.357
EE,2019-10-28,1.356
EE,2019-10-21,1.351
EE,2019-10-14,1.349
EE,2019-10-07,1.372
EE,2019-09-30,1.352
EE,2019-09-23,1.335
EE,2019-09-16,1.296
EE,2019-09-09,1.322
EE,2019-09-02,1.328
EE,2019-08-26,1.33
EE,2019-08-19,1.351
EE,2019-08-12,1.361
EE,2019-08-05,1.361
EE,2019-07-29,1.366
EE,2019-07-22,1.362
EE,2019-07-15,1.361
EE,2019-07-08,1.352
EE,2019-07-01,1.344
EE,2019-06-24,1.321
EE,2019-06-17,1.357
EE,2019-06-10,1.377
EE,2019-06-03,1.368
EE,2019-05-27,1.426
EE,2019-05-20,1.414
EE,2019-05-13,1.385
EE,2019-05-06,1.425
EE,2019-04-29,1.425
EE,2019-04-15,1.415
EE,2019-04-08,1.386
EE,2019-04-01,1.313
EE,2019-03-25,1.331
EE,2019-03-18,1.284
EE,2019-03-11,1.309
EE,2019-03-04,1.303
EE,2019-02-25,1.298
EE,2019-02-18,1.263
EE,2019-02-11,1.249
EE,2019-02-04,1.28
EE,2019-01-28,1.258
EE,2019-01-21,1.255
EE,2019-01-14,1.21
EE,2019-01-07,1.24
EE,2018-12-17,1.26
EE,2018-12-10,1.26
EE,2018-12-03,1.26
EE,2018-11-26,1.295
EE,2018-11-19,1.327
EE,2018-11-12,1.35
EE,2018-11-05,1.381
EE,2018-10-29,1.394
EE,2018-10-22,1.376
EE,2018-10-15,1.397
EE,2018-10-08,1.38
EE,2018-10-01,1.378
EE,2018-09-24,1.372
EE,2018-09-17,1.372
EE,2018-09-10,1.32
EE,2018-09-03,1.326
EE,2018-08-27,1.343
EE,2018-08-20,1.375
EE,2018-08-13,1.368
EE,2018-08-06,1.38
EE,2018-07-30,1.351
EE,2018-07-23,1.37
EE,2018-07-16,1.339
EE,2018-07-09,1.365
EE,2018-07-02,1.373
EE,2018-06-25,1.32
EE,2018-06-18,1.35
EE,2018-06-11,1.375
EE,2018-06-04,1.381
EE,2018-05-28,1.365
EE,2018-05-21,1.354
EE,2018-05-14,1.36
EE,2018-05-07,1.333
EE,2018-04-30,1.342
EE,2018-04-23,1.277
EE,2018-04-16,1.332
EE,2018-04-09,1.332
EE,2018-03-26,1.29
EE,2018-03-19,1.29
EE,2018-03-12,1.289
EE,2018-03-05,1.281
EE,2018-02-26,1.282
EE,2018-02-19,1.278
EE,2018-02-12,1.306
EE,2018-02-05,1.331
EE,2018-01-29,1.333
EE,2018-01-22,1.309
EE,2018-01-15,1.313
EE,2018-01-08,1.245
EE,2018-01-01,1.237
EE,2017-12-18,1.237
EE,2017-12-11,1.237
EE,2017-12-04,1.251
EE,2017-11-27,1.251
EE,2017-11-20,1.252
EE,2017-11-13,1.224
EE,2017-11-06,1.188
EE,2017-10-30,1.188
EE,2017-10-23,1.188
EE,2017-10-16,1.188
EE,2017-10-09,1.188
EE,2017-10-02,1.188
EE,2017-09-25,1.172
EE,2017-09-18,1.209
EE,2017-09-11,1.209
EE,2017-09-04,1.209
EE,2017-08-28,1.146
EE,2017-08-21,1.142
EE,2017-08-14,1.142
EE,2017-08-07,1.142
EE,2017-07-31,1.142
EE,2017-07-24,1.155
EE,2017-07-17,1.155
EE,2017-07-10,1.155
EE,2017-07-03,1.155
EE,2017-06-26,1.155
EE,2017-06-19,1.155
EE,2017-06-12,1.155
EE,2017-06-05,1.179
EE,2017-05-29,1.179
EE,2017-05-22,1.18
EE,2017-05-15,1.18
EE,2017-05-08,1.18
EE,2017-05-01,1.18
EE,2017-04-24,1.18
EE,2017-04-10,1.18
EE,2017-04-03,1.175
EE,2017-03-27,1.162
EE,2017-03-20,1.217
EE,2017-03-13,1.217
EE,2017-03-06,1.233
EE,2017-02-27,1.244
EE,2017-02-20,1.244
EE,2017-02-13,1.244
EE,2017-02-06,1.144
EE,2017-01-30,1.144
EE,2017-01-23,1.17
EE,2017-01-16,1.17
EE,2017-01-09,1.172
EE,2017-01-02,1.116
EE,2016-12-19,1.116
EE,2016-12-12,1.075
EE,2016-12-05,1.075
EE,2016-11-28,1.067
EE,2016-11-21,1.079
EE,2016-11-14,1.12
EE,2016-11-07,1.12
EE,2016-10-31,1.12
EE,2016-10-24,1.068
EE,2016-10-17,1.068
EE,2016-10-10,1.068
EE,2016-10-03,1.068
EE,2016-09-26,1.068
EE,2016-09-19,1.069
EE,2016-09-12,1.064
EE,2016-09-05,1.064
EE,2016-08-29,1.08
EE,2016-08-22,1.08
EE,2016-08-15,1.055
EE,2016-08-08,1.055
EE,2016-08-01,1.055
EE,2016-07-25,1.071
EE,2016-07-18,1.087
EE,2016-07-11,1.087
