code,date,Euro_super_95
IE,2021-10-04,1.571
IE,2021-09-27,1.534
IE,2021-09-20,1.546
IE,2021-09-13,1.546
IE,2021-09-06,1.538
IE,2021-08-30,1.541
IE,2021-08-23,1.546
IE,2021-08-16,1.54
IE,2021-08-09,1.536
IE,2021-08-02,1.534
IE,2021-07-26,1.538
IE,2021-07-19,1.534
IE,2021-07-12,1.532
IE,2021-07-05,1.516
IE,2021-06-28,1.496
IE,2021-06-21,1.486
IE,2021-06-14,1.482
IE,2021-06-07,1.483
IE,2021-05-31,1.481
IE,2021-05-24,1.475
IE,2021-05-17,1.47
IE,2021-05-10,1.465
IE,2021-05-03,1.46
IE,2021-04-26,1.461
IE,2021-04-19,1.46
IE,2021-04-12,1.465
IE,2021-03-29,1.457
IE,2021-03-22,1.449
IE,2021-03-15,1.431
IE,2021-03-08,1.396
IE,2021-03-01,1.372
IE,2021-02-22,1.358
IE,2021-02-15,1.338
IE,2021-02-08,1.333
IE,2021-02-01,1.332
IE,2021-01-25,1.319
IE,2021-01-18,1.316
IE,2021-01-11,1.301
IE,2020-12-21,1.275
IE,2020-12-14,1.267
IE,2020-12-07,1.263
IE,2020-11-30,1.256
IE,2020-11-23,1.256
IE,2020-11-16,1.253
IE,2020-11-09,1.256
IE,2020-11-02,1.251
IE,2020-10-26,1.25
IE,2020-10-19,1.252
IE,2020-10-12,1.239
IE,2020-10-05,1.239
IE,2020-09-28,1.247
IE,2020-09-21,1.252
IE,2020-09-14,1.254
IE,2020-09-07,1.252
IE,2020-08-31,1.259
IE,2020-08-24,1.261
IE,2020-08-17,1.269
IE,2020-08-10,1.259
IE,2020-08-03,1.257
IE,2020-07-27,1.256
IE,2020-07-20,1.257
IE,2020-07-13,1.238
IE,2020-07-06,1.236
IE,2020-06-29,1.235
IE,2020-06-22,1.23
IE,2020-06-15,1.221
IE,2020-06-08,1.216
IE,2020-06-01,1.213
IE,2020-05-25,1.214
IE,2020-05-18,1.22
IE,2020-05-11,1.225
IE,2020-05-04,1.231
IE,2020-04-27,1.24
IE,2020-04-20,1.245
IE,2020-04-06,1.253
IE,2020-03-30,1.273
IE,2020-03-23,1.311
IE,2020-03-16,1.427
IE,2020-03-09,1.427
IE,2020-03-02,1.428
IE,2020-02-24,1.431
IE,2020-02-17,1.439
IE,2020-02-10,1.45
IE,2020-02-03,1.456
IE,2020-01-27,1.457
IE,2020-01-20,1.457
IE,2020-01-13,1.455
IE,2020-01-06,1.445
IE,2019-12-16,1.431
IE,2019-12-09,1.426
IE,2019-12-02,1.416
IE,2019-11-25,1.415
IE,2019-11-18,1.412
IE,2019-11-11,1.412
IE,2019-11-04,1.419
IE,2019-10-28,1.421
IE,2019-10-21,1.426
IE,2019-10-14,1.43
IE,2019-10-07,1.418
IE,2019-09-30,1.416
IE,2019-09-23,1.418
IE,2019-09-16,1.414
IE,2019-09-09,1.425
IE,2019-09-02,1.421
IE,2019-08-26,1.429
IE,2019-08-19,1.43
IE,2019-08-12,1.437
IE,2019-08-05,1.416
IE,2019-07-29,1.417
IE,2019-07-22,1.402
IE,2019-07-15,1.415
IE,2019-07-08,1.419
IE,2019-07-01,1.436
IE,2019-06-24,1.438
IE,2019-06-17,1.442
IE,2019-06-10,1.446
IE,2019-06-03,1.447
IE,2019-05-27,1.447
IE,2019-05-20,1.442
IE,2019-05-13,1.439
IE,2019-05-06,1.442
IE,2019-04-29,1.431
IE,2019-04-15,1.399
IE,2019-04-08,1.389
IE,2019-04-01,1.369
IE,2019-03-25,1.359
IE,2019-03-18,1.359
IE,2019-03-11,1.359
IE,2019-03-04,1.349
IE,2019-02-25,1.349
IE,2019-02-18,1.328
IE,2019-02-11,1.349
IE,2019-02-04,1.329
IE,2019-01-28,1.319
IE,2019-01-21,1.319
IE,2019-01-14,1.339
IE,2019-01-07,1.349
IE,2018-12-17,1.399
IE,2018-12-10,1.429
IE,2018-12-03,1.479
IE,2018-11-26,1.499
IE,2018-11-19,1.499
IE,2018-11-12,1.499
IE,2018-11-05,1.499
IE,2018-10-29,1.479
IE,2018-10-22,1.499
IE,2018-10-15,1.499
IE,2018-10-08,1.499
IE,2018-10-01,1.459
IE,2018-09-24,1.459
IE,2018-09-17,1.469
IE,2018-09-10,1.459
IE,2018-09-03,1.459
IE,2018-08-27,1.459
IE,2018-08-20,1.459
IE,2018-08-13,1.459
IE,2018-08-06,1.479
IE,2018-07-30,1.459
IE,2018-07-23,1.439
IE,2018-07-16,1.479
IE,2018-07-09,1.439
IE,2018-07-02,1.449
IE,2018-06-25,1.499
IE,2018-06-18,1.449
IE,2018-06-11,1.489
IE,2018-06-04,1.459
IE,2018-05-28,1.469
IE,2018-05-21,1.429
IE,2018-05-14,1.429
IE,2018-05-07,1.399
IE,2018-04-30,1.399
IE,2018-04-23,1.399
IE,2018-04-16,1.389
IE,2018-04-09,1.379
IE,2018-03-26,1.369
IE,2018-03-19,1.359
IE,2018-03-12,1.369
IE,2018-03-05,1.389
IE,2018-02-26,1.379
IE,2018-02-19,1.389
IE,2018-02-12,1.389
IE,2018-02-05,1.389
IE,2018-01-29,1.389
IE,2018-01-22,1.399
IE,2018-01-15,1.399
IE,2018-01-08,1.389
IE,2018-01-01,1.389
IE,2017-12-18,1.399
IE,2017-12-11,1.389
IE,2017-12-04,1.399
IE,2017-11-27,1.399
IE,2017-11-20,1.389
IE,2017-11-13,1.379
IE,2017-11-06,1.349
IE,2017-10-30,1.359
IE,2017-10-23,1.359
IE,2017-10-16,1.359
IE,2017-10-09,1.359
IE,2017-10-02,1.369
IE,2017-09-25,1.359
IE,2017-09-18,1.359
IE,2017-09-11,1.359
IE,2017-09-04,1.329
IE,2017-08-28,1.299
IE,2017-08-21,1.319
IE,2017-08-14,1.329
IE,2017-08-07,1.329
IE,2017-07-31,1.299
IE,2017-07-24,1.319
IE,2017-07-17,1.329
IE,2017-07-10,1.329
IE,2017-07-03,1.329
IE,2017-06-26,1.349
IE,2017-06-19,1.359
IE,2017-06-12,1.339
IE,2017-06-05,1.369
IE,2017-05-29,1.359
IE,2017-05-22,1.359
IE,2017-05-15,1.369
IE,2017-05-08,1.379
IE,2017-05-01,1.389
IE,2017-04-24,1.399
IE,2017-04-10,1.389
IE,2017-04-03,1.389
IE,2017-03-27,1.349
IE,2017-03-20,1.389
IE,2017-03-13,1.399
IE,2017-03-06,1.399
IE,2017-02-27,1.399
IE,2017-02-20,1.399
IE,2017-02-13,1.379
IE,2017-02-06,1.399
IE,2017-01-30,1.369
IE,2017-01-23,1.369
IE,2017-01-16,1.369
IE,2017-01-09,1.379
IE,2017-01-02,1.349
IE,2016-12-19,1.329
IE,2016-12-12,1.319
IE,2016-12-05,1.319
IE,2016-11-28,1.299
IE,2016-11-21,1.299
IE,2016-11-14,1.299
IE,2016-11-07,1.309
IE,2016-10-31,1.319
IE,2016-10-24,1.299
IE,2016-10-17,1.299
IE,2016-10-10,1.299
IE,2016-10-03,1.279
IE,2016-09-26,1.289
IE,2016-09-19,1.289
IE,2016-09-12,1.279
IE,2016-09-05,1.299
IE,2016-08-29,1.299
IE,2016-08-22,1.299
IE,2016-08-15,1.279
IE,2016-08-08,1.269
IE,2016-08-01,1.299
IE,2016-07-25,1.299
IE,2016-07-18,1.299
IE,2016-07-11,1.319
IE,2016-07-04,1.349
IE,2016-06-27,1.329
IE,2016-06-20,1.329
IE,2016-06-13,1.319
IE,2016-06-06,1.339
IE,2016-05-30,1.3
IE,2016-05-23,1.299
IE,2016-05-16,1.299
IE,2016-05-09,1.299
IE,2016-05-02,1.299
IE,2016-04-25,1.299
IE,2016-04-18,1.269
IE,2016-04-11,1.279
IE,2016-04-04,1.259
IE,2016-03-21,1.219
IE,2016-03-14,1.199
IE,2016-03-07,1.199
IE,2016-02-29,1.199
IE,2016-02-22,1.199
IE,2016-02-15,1.219
IE,2016-02-08,1.229
IE,2016-02-01,1.219
IE,2016-01-25,1.249
IE,2016-01-18,1.249
IE,2016-01-11,1.249
IE,2016-01-04,1.269
IE,2015-12-14,1.299
IE,2015-12-07,1.299
IE,2015-11-30,1.299
IE,2015-11-23,1.299
IE,2015-11-16,1.299
IE,2015-11-09,1.299
IE,2015-11-02,1.299
IE,2015-10-26,1.299
IE,2015-10-19,1.309
IE,2015-10-12,1.329
IE,2015-10-05,1.339
IE,2015-09-28,1.339
IE,2015-09-21,1.349
IE,2015-09-14,1.369
IE,2015-09-07,1.369
IE,2015-08-31,1.379
IE,2015-08-24,1.399
IE,2015-08-17,1.419
IE,2015-08-10,1.439
IE,2015-08-03,1.449
IE,2015-07-27,1.449
IE,2015-07-20,1.449
IE,2015-07-13,1.439
IE,2015-07-06,1.479
IE,2015-06-29,1.449
IE,2015-06-22,1.449
IE,2015-06-15,1.449
IE,2015-06-08,1.449
IE,2015-06-01,1.439
IE,2015-05-25,1.449
IE,2015-05-18,1.449
IE,2015-05-11,1.449
IE,2015-05-04,1.439
IE,2015-04-27,1.429
IE,2015-04-20,1.399
IE,2015-04-13,1.399
IE,2015-03-30,1.379
IE,2015-03-23,1.379
IE,2015-03-16,1.359
IE,2015-03-09,1.349
IE,2015-03-02,1.329
IE,2015-02-23,1.329
IE,2015-02-16,1.299
IE,2015-02-09,1.299
IE,2015-02-02,1.259
IE,2015-01-26,1.259
IE,2015-01-19,1.299
IE,2015-01-12,1.299
IE,2015-01-05,1.299
IE,2014-12-15,1.399
IE,2014-12-08,1.399
IE,2014-12-01,1.459
IE,2014-11-24,1.459
IE,2014-11-17,1.469
IE,2014-11-10,1.499
IE,2014-11-03,1.499
IE,2014-10-27,1.499
IE,2014-10-20,1.499
IE,2014-10-13,1.539
IE,2014-10-06,1.573
IE,2014-09-29,1.573
IE,2014-09-22,1.573
IE,2014-09-15,1.573
IE,2014-09-08,1.547
IE,2014-09-01,1.547
IE,2014-08-25,1.57
IE,2014-08-18,1.57
IE,2014-08-11,1.57
IE,2014-08-04,1.57
IE,2014-07-28,1.57
IE,2014-07-21,1.57
IE,2014-07-14,1.57
IE,2014-07-07,1.545
IE,2014-06-30,1.545
IE,2014-06-23,1.545
IE,2014-06-16,1.542
IE,2014-06-09,1.542
IE,2014-06-02,1.542
IE,2014-05-26,1.542
IE,2014-05-19,1.529
IE,2014-05-12,1.529
IE,2014-05-05,1.529
IE,2014-04-28,1.529
IE,2014-04-14,1.533
IE,2014-04-07,1.533
IE,2014-03-31,1.52
IE,2014-03-24,1.52
IE,2014-03-17,1.52
IE,2014-03-10,1.52
IE,2014-03-03,1.52
IE,2014-02-24,1.533
IE,2014-02-17,1.533
IE,2014-02-10,1.533
IE,2014-02-03,1.533
IE,2014-01-27,1.537
IE,2014-01-20,1.537
IE,2014-01-13,1.537
IE,2014-01-06,1.537
IE,2013-12-16,1.559
IE,2013-12-09,1.559
IE,2013-12-02,1.559
IE,2013-11-25,1.559
IE,2013-11-18,1.592
IE,2013-11-11,1.592
IE,2013-11-04,1.592
IE,2013-10-28,1.592
IE,2013-10-21,1.592
IE,2013-10-14,1.602
IE,2013-10-07,1.599
IE,2013-09-30,1.599
IE,2013-09-23,1.568
IE,2013-09-16,1.568
IE,2013-09-09,1.568
IE,2013-09-02,1.568
IE,2013-08-26,1.568
IE,2013-08-19,1.568
IE,2013-08-12,1.568
IE,2013-08-05,1.568
IE,2013-07-29,1.568
IE,2013-07-22,1.575
IE,2013-07-15,1.575
IE,2013-07-08,1.575
IE,2013-07-01,1.575
IT,2022-09-19,1.691
IT,2022-09-12,1.722
IT,2022-09-05,1.747
IT,2022-08-29,1.761
IT,2022-08-22,1.749
IT,2022-08-15,1.77
IT,2022-08-08,1.831
IT,2022-08-01,1.877
IT,2022-07-25,1.937
IT,2022-07-18,1.989
IT,2022-07-11,2.028
IT,2022-07-04,2.065
IT,2022-06-27,2.074
IT,2022-06-20,2.063
IT,2022-06-13,2.014
IT,2022-06-06,1.941
IT,2022-05-30,1.885
IT,2022-05-23,1.873
IT,2022-05-16,1.823
IT,2022-05-09,1.808
IT,2022-05-02,1.778
IT,2022-04-25,1.766
IT,2022-04-11,1.765
IT,2022-04-04,1.793
IT,2022-03-28,1.87
IT,2022-03-21,2.137
IT,2022-03-14,2.185
IT,2022-03-07,1.953
IT,2022-02-28,1.869
IT,2022-02-21,1.85
IT,2022-02-14,1.835
IT,2022-02-07,1.819
IT,2022-01-31,1.797
IT,2022-01-24,1.779
IT,2022-01-17,1.754
IT,2022-01-10,1.733
IT,2022-01-03,1.723
IT,2021-12-20,1.722
IT,2021-12-13,1.725
IT,2021-12-06,1.733
IT,2021-11-29,1.743
IT,2021-11-22,1.747
IT,2021-11-15,1.75
IT,2021-11-08,1.751
IT,2021-11-01,1.749
IT,2021-10-25,1.746
IT,2021-10-18,1.734
IT,2021-10-11,1.713
IT,2021-10-04,1.687
IT,2021-09-27,1.676
IT,2021-09-20,1.671
IT,2021-09-13,1.662
IT,2021-09-06,1.655
IT,2021-08-30,1.65
IT,2021-08-23,1.652
IT,2021-08-16,1.656
IT,2021-08-09,1.657
IT,2021-08-02,1.656
IT,2021-07-26,1.654
IT,2021-07-19,1.655
IT,2021-07-12,1.65
IT,2021-07-05,1.634
IT,2021-06-28,1.625
IT,2021-06-21,1.614
IT,2021-06-14,1.605
IT,2021-06-07,1.599
IT,2021-05-31,1.59
IT,2021-05-24,1.592
IT,2021-05-17,1.593
IT,2021-05-10,1.588
IT,2021-05-03,1.579
IT,2021-04-26,1.577
IT,2021-04-19,1.574
IT,2021-04-12,1.574
IT,2021-03-29,1.575
IT,2021-03-22,1.579
IT,2021-03-15,1.566
IT,2021-03-08,1.55
IT,2021-03-01,1.537
IT,2021-02-22,1.519
IT,2021-02-15,1.5
IT,2021-02-08,1.489
IT,2021-02-01,1.48
IT,2021-01-25,1.476
IT,2021-01-18,1.466
IT,2021-01-11,1.45
IT,2020-12-21,1.428
IT,2020-12-14,1.413
IT,2020-12-07,1.409
IT,2020-11-30,1.404
IT,2020-11-23,1.393
IT,2020-11-16,1.385
IT,2020-11-09,1.378
IT,2020-11-02,1.384
IT,2020-10-26,1.388
IT,2020-10-19,1.389
IT,2020-10-12,1.389
IT,2020-10-05,1.388
IT,2020-09-28,1.39
IT,2020-09-21,1.389
IT,2020-09-14,1.392
IT,2020-09-07,1.398
IT,2020-08-31,1.4
IT,2020-08-24,1.4
IT,2020-08-17,1.398
IT,2020-08-10,1.398
IT,2020-08-03,1.402
IT,2020-07-27,1.404
IT,2020-07-20,1.405
IT,2020-07-13,1.404
IT,2020-07-06,1.401
IT,2020-06-29,1.399
IT,2020-06-22,1.385
IT,2020-06-15,1.378
IT,2020-06-08,1.371
IT,2020-06-01,1.371
IT,2020-05-25,1.367
IT,2020-05-18,1.357
IT,2020-05-11,1.362
IT,2020-05-04,1.374
IT,2020-04-27,1.392
IT,2020-04-20,1.411
IT,2020-04-06,1.437
IT,2020-03-30,1.457
IT,2020-03-23,1.477
IT,2020-03-16,1.497
IT,2020-03-09,1.522
IT,2020-03-02,1.54
IT,2020-02-24,1.546
IT,2020-02-17,1.547
IT,2020-02-10,1.555
IT,2020-02-03,1.57
IT,2020-01-27,1.587
IT,2020-01-20,1.587
IT,2020-01-13,1.594
IT,2020-01-06,1.59
IT,2019-12-16,1.578
IT,2019-12-09,1.58
IT,2019-12-02,1.581
IT,2019-11-25,1.576
IT,2019-11-18,1.574
IT,2019-11-11,1.574
IT,2019-11-04,1.572
IT,2019-10-28,1.572
IT,2019-10-21,1.574
IT,2019-10-14,1.579
IT,2019-10-07,1.586
IT,2019-09-30,1.592
IT,2019-09-23,1.59
IT,2019-09-16,1.57
IT,2019-09-09,1.565
IT,2019-09-02,1.566
IT,2019-08-26,1.569
IT,2019-08-19,1.572
IT,2019-08-12,1.58
IT,2019-08-05,1.592
IT,2019-07-29,1.592
IT,2019-07-22,1.6
IT,2019-07-15,1.597
IT,2019-07-08,1.59
IT,2019-07-01,1.589
IT,2019-06-24,1.59
IT,2019-06-17,1.596
IT,2019-06-10,1.606
IT,2019-06-03,1.622
IT,2019-05-27,1.631
IT,2019-05-20,1.624
IT,2019-05-13,1.626
IT,2019-05-06,1.628
IT,2019-04-29,1.626
IT,2019-04-15,1.605
IT,2019-04-08,1.589
IT,2019-04-01,1.574
IT,2019-03-25,1.563
IT,2019-03-18,1.554
IT,2019-03-11,1.549
IT,2019-03-04,1.542
IT,2019-02-25,1.535
IT,2019-02-18,1.518
IT,2019-02-11,1.508
IT,2019-02-04,1.499
IT,2019-01-28,1.494
IT,2019-01-21,1.492
IT,2019-01-14,1.483
IT,2019-01-07,1.486
IT,2018-12-17,1.52
IT,2018-12-10,1.534
IT,2018-12-03,1.565
IT,2018-11-26,1.596
IT,2018-11-19,1.619
IT,2018-11-12,1.637
IT,2018-11-05,1.649
IT,2018-10-29,1.656
IT,2018-10-22,1.661
IT,2018-10-15,1.665
IT,2018-10-08,1.658
IT,2018-10-01,1.644
IT,2018-09-24,1.642
IT,2018-09-17,1.643
IT,2018-09-10,1.643
IT,2018-09-03,1.634
IT,2018-08-27,1.629
IT,2018-08-20,1.628
IT,2018-08-13,1.629
IT,2018-08-06,1.629
IT,2018-07-30,1.628
IT,2018-07-23,1.629
IT,2018-07-16,1.632
IT,2018-07-09,1.633
IT,2018-07-02,1.632
IT,2018-06-25,1.637
IT,2018-06-18,1.645
IT,2018-06-11,1.648
IT,2018-06-04,1.649
IT,2018-05-28,1.642
IT,2018-05-21,1.623
IT,2018-05-14,1.606
IT,2018-05-07,1.593
IT,2018-04-30,1.585
IT,2018-04-23,1.573
IT,2018-04-16,1.563
IT,2018-04-09,1.556
IT,2018-03-26,1.547
IT,2018-03-19,1.544
IT,2018-03-12,1.547
IT,2018-03-05,1.549
IT,2018-02-26,1.547
IT,2018-02-19,1.553
IT,2018-02-12,1.57
IT,2018-02-05,1.573
IT,2018-01-29,1.573
IT,2018-01-22,1.571
IT,2018-01-15,1.567
IT,2018-01-08,1.562
IT,2018-01-01,1.555
IT,2017-12-18,1.549
IT,2017-12-11,1.544
IT,2017-12-04,1.546
IT,2017-11-27,1.546
IT,2017-11-20,1.548
IT,2017-11-13,1.544
IT,2017-11-06,1.533
IT,2017-10-30,1.524
IT,2017-10-23,1.524
IT,2017-10-16,1.524
IT,2017-10-09,1.526
IT,2017-10-02,1.525
IT,2017-09-25,1.522
IT,2017-09-18,1.525
IT,2017-09-11,1.523
IT,2017-09-04,1.509
IT,2017-08-28,1.499
IT,2017-08-21,1.499
IT,2017-08-14,1.499
IT,2017-08-07,1.497
IT,2017-07-31,1.494
IT,2017-07-24,1.49
IT,2017-07-17,1.487
IT,2017-07-10,1.491
IT,2017-07-03,1.489
IT,2017-06-26,1.49
IT,2017-06-19,1.503
IT,2017-06-12,1.512
IT,2017-06-05,1.519
IT,2017-05-29,1.524
IT,2017-05-22,1.525
IT,2017-05-15,1.529
IT,2017-05-08,1.54
IT,2017-05-01,1.556
IT,2017-04-24,1.559
IT,2017-04-10,1.538
IT,2017-04-03,1.527
IT,2017-03-27,1.532
IT,2017-03-20,1.539
IT,2017-03-13,1.549
IT,2017-03-06,1.555
IT,2017-02-27,1.555
IT,2017-02-20,1.555
IT,2017-02-13,1.55
IT,2017-02-06,1.546
IT,2017-01-30,1.544
IT,2017-01-23,1.545
IT,2017-01-16,1.547
IT,2017-01-09,1.55
IT,2017-01-02,1.536
IT,2016-12-19,1.509
IT,2016-12-12,1.499
IT,2016-12-05,1.479
IT,2016-11-28,1.468
IT,2016-11-21,1.458
IT,2016-11-14,1.474
IT,2016-11-07,1.487
IT,2016-10-31,1.495
IT,2016-10-24,1.487
IT,2016-10-17,1.483
IT,2016-10-10,1.471
IT,2016-10-03,1.456
IT,2016-09-26,1.452
IT,2016-09-19,1.452
IT,2016-09-12,1.452
IT,2016-09-05,1.457
IT,2016-08-29,1.455
IT,2016-08-22,1.441
IT,2016-08-15,1.427
IT,2016-08-08,1.423
IT,2016-08-01,1.432
IT,2016-07-25,1.444
IT,2016-07-18,1.449
IT,2016-07-11,1.46
IT,2016-07-04,1.468
IT,2016-06-27,1.471
IT,2016-06-20,1.474
IT,2016-06-13,1.48
IT,2016-06-06,1.484
IT,2016-05-30,1.477
IT,2016-05-23,1.463
IT,2016-05-16,1.446
IT,2016-05-09,1.449
IT,2016-05-02,1.447
IT,2016-04-25,1.439
IT,2016-04-18,1.426
IT,2016-04-11,1.411
IT,2016-04-04,1.413
IT,2016-03-21,1.407
IT,2016-03-14,1.392
IT,2016-03-07,1.371
IT,2016-02-29,1.361
IT,2016-02-22,1.362
IT,2016-02-15,1.374
IT,2016-02-08,1.392
IT,2016-02-01,1.387
IT,2016-01-25,1.392
IT,2016-01-18,1.409
IT,2016-01-11,1.427
IT,2016-01-04,1.43
IT,2015-12-14,1.451
IT,2015-12-07,1.46
IT,2015-11-30,1.458
IT,2015-11-23,1.45
IT,2015-11-16,1.461
IT,2015-11-09,1.463
IT,2015-11-02,1.456
IT,2015-10-26,1.461
IT,2015-10-19,1.476
IT,2015-10-12,1.48
IT,2015-10-05,1.473
IT,2015-09-28,1.478
IT,2015-09-21,1.488
IT,2015-09-14,1.502
IT,2015-09-07,1.498
IT,2015-08-31,1.506
IT,2015-08-24,1.543
IT,2015-08-17,1.563
IT,2015-08-10,1.574
IT,2015-08-03,1.593
IT,2015-07-27,1.616
IT,2015-07-20,1.63
IT,2015-07-13,1.628
IT,2015-07-06,1.625
IT,2015-06-29,1.628
IT,2015-06-22,1.632
IT,2015-06-15,1.623
IT,2015-06-08,1.619
IT,2015-06-01,1.616
IT,2015-05-25,1.614
IT,2015-05-18,1.616
IT,2015-05-11,1.617
IT,2015-05-04,1.611
IT,2015-04-27,1.602
IT,2015-04-20,1.585
IT,2015-04-13,1.575
IT,2015-03-30,1.578
IT,2015-03-23,1.578
IT,2015-03-16,1.576
IT,2015-03-09,1.562
IT,2015-03-02,1.547
IT,2015-02-23,1.534
IT,2015-02-16,1.514
IT,2015-02-09,1.477
IT,2015-02-02,1.446
IT,2015-01-26,1.437
IT,2015-01-19,1.448
IT,2015-01-12,1.473
IT,2015-01-05,1.506
IT,2014-12-15,1.566
IT,2014-12-08,1.596
IT,2014-12-01,1.624
IT,2014-11-24,1.635
IT,2014-11-17,1.648
IT,2014-11-10,1.657
IT,2014-11-03,1.666
IT,2014-10-27,1.681
IT,2014-10-20,1.698
IT,2014-10-13,1.718
IT,2014-10-06,1.723
IT,2014-09-29,1.724
IT,2014-09-22,1.73
IT,2014-09-15,1.735
IT,2014-09-08,1.737
IT,2014-09-01,1.739
IT,2014-08-25,1.741
IT,2014-08-18,1.749
IT,2014-08-11,1.751
IT,2014-08-04,1.755
IT,2014-07-28,1.758
IT,2014-07-21,1.759
IT,2014-07-14,1.763
IT,2014-07-07,1.762
IT,2014-06-30,1.759
IT,2014-06-23,1.753
IT,2014-06-16,1.741
IT,2014-06-09,1.74
IT,2014-06-02,1.739
IT,2014-05-26,1.739
IT,2014-05-19,1.735
IT,2014-05-12,1.736
IT,2014-05-05,1.739
IT,2014-04-28,1.738
IT,2014-04-14,1.726
IT,2014-04-07,1.723
IT,2014-03-31,1.714
IT,2014-03-24,1.705
IT,2014-03-17,1.713
IT,2014-03-10,1.717
IT,2014-03-03,1.718
IT,2014-02-24,1.718
IT,2014-02-17,1.715
IT,2014-02-10,1.711
IT,2014-02-03,1.714
IT,2014-01-27,1.715
IT,2014-01-20,1.718
IT,2014-01-13,1.723
IT,2014-01-06,1.729
IT,2013-12-16,1.728
IT,2013-12-09,1.728
IT,2013-12-02,1.726
IT,2013-11-25,1.714
IT,2013-11-18,1.702
IT,2013-11-11,1.7
IT,2013-11-04,1.701
IT,2013-10-28,1.717
IT,2013-10-21,1.727
IT,2013-10-14,1.729
IT,2013-10-07,1.734
IT,2013-09-30,1.734
IT,2013-09-23,1.754
IT,2013-09-16,1.776
IT,2013-09-09,1.786
IT,2013-09-02,1.782
IT,2013-08-26,1.769
IT,2013-08-19,1.762
IT,2013-08-12,1.769
IT,2013-08-05,1.77
IT,2013-07-29,1.771
IT,2013-07-22,1.771
IT,2013-07-15,1.762
IT,2013-07-08,1.741
IT,2013-07-01,1.735
LT,2022-09-19,1.661
LT,2022-09-12,1.7
LT,2022-09-05,1.726
LT,2022-08-29,1.759
LT,2022-08-22,1.765
LT,2022-08-15,1.763
LT,2022-08-08,1.784
LT,2022-08-01,1.827
LT,2022-07-25,1.867
LT,2022-07-18,1.905
LT,2022-07-11,1.947
LT,2022-07-04,1.985
LT,2022-06-27,2.048
LT,2022-06-20,2.065
LT,2022-06-13,2.062
LT,2022-06-06,2.029
LT,2022-05-30,1.909
LT,2022-05-23,1.857
LT,2022-05-16,1.802
LT,2022-05-09,1.746
LT,2022-05-02,1.704
LT,2022-04-25,1.672
LT,2022-04-11,1.684
LT,2022-04-04,1.697
LT,2022-03-28,1.725
LT,2022-03-21,1.731
LT,2022-03-14,1.773
LT,2022-03-07,1.662
LT,2022-02-28,1.552
LT,2022-02-21,1.51
LT,2022-02-14,1.497
LT,2022-02-07,1.491
LT,2022-01-31,1.473
LT,2022-01-24,1.463
LT,2022-01-17,1.454
LT,2022-01-10,1.45
LT,2022-01-03,1.447
LT,2021-12-20,1.459
LT,2021-12-13,1.448
LT,2021-12-06,1.457
LT,2021-11-29,1.469
LT,2021-11-22,1.466
LT,2021-11-15,1.467
LT,2021-11-08,1.442
LT,2021-11-01,1.399
LT,2021-10-25,1.428
LT,2021-10-18,1.406
LT,2021-10-11,1.375
LT,2021-10-04,1.344
LT,2021-09-27,1.325
LT,2021-09-20,1.316
LT,2021-09-13,1.312
LT,2021-09-06,1.302
LT,2021-08-30,1.288
LT,2021-08-23,1.29
LT,2021-08-16,1.3
LT,2021-08-09,1.304
LT,2021-08-02,1.303
LT,2021-07-26,1.296
LT,2021-07-19,1.301
LT,2021-07-12,1.286
LT,2021-07-05,1.271
LT,2021-06-28,1.267
LT,2021-06-21,1.258
LT,2021-06-14,1.249
LT,2021-06-07,1.244
LT,2021-05-31,1.234
LT,2021-05-24,1.237
LT,2021-05-17,1.235
LT,2021-05-10,1.232
LT,2021-05-03,1.219
LT,2021-04-26,1.217
LT,2021-04-19,1.217
LT,2021-04-12,1.213
LT,2021-03-29,1.223
LT,2021-03-22,1.227
LT,2021-03-15,1.227
LT,2021-03-08,1.202
LT,2021-03-01,1.192
LT,2021-02-22,1.167
LT,2021-02-15,1.151
LT,2021-02-08,1.136
LT,2021-02-01,1.117
LT,2021-01-25,1.117
LT,2021-01-18,1.115
LT,2021-01-11,1.101
LT,2020-12-21,1.095
LT,2020-12-14,1.088
LT,2020-12-07,1.078
LT,2020-11-30,1.076
LT,2020-11-23,1.074
LT,2020-11-16,1.069
LT,2020-11-09,1.076
LT,2020-11-02,1.063
LT,2020-10-26,1.069
LT,2020-10-19,1.074
LT,2020-10-12,1.079
LT,2020-10-05,1.074
LT,2020-09-28,1.081
LT,2020-09-21,1.083
LT,2020-09-14,1.086
LT,2020-09-07,1.091
LT,2020-08-31,1.096
LT,2020-08-24,1.086
LT,2020-08-17,1.087
LT,2020-08-10,1.089
LT,2020-08-03,1.087
LT,2020-07-27,1.094
LT,2020-07-20,1.092
LT,2020-07-13,1.083
LT,2020-07-06,1.069
LT,2020-06-29,1.055
LT,2020-06-22,1.033
LT,2020-06-15,1.01
LT,2020-06-08,1.01
LT,2020-06-01,0.995
LT,2020-05-25,0.986
LT,2020-05-18,0.974
LT,2020-05-11,0.977
LT,2020-05-04,0.999
LT,2020-04-27,1.03
LT,2020-04-20,1.058
LT,2020-04-06,1.081
LT,2020-03-30,1.087
LT,2020-03-23,1.113
LT,2020-03-16,1.14
LT,2020-03-09,1.196
LT,2020-03-02,1.211
LT,2020-02-24,1.218
LT,2020-02-17,1.217
LT,2020-02-10,1.223
