Date;Price;Akcyza;Opłata paliwowa;Change %
30.07.2016;3,18;1,17;0,28805;-0,62%
29.07.2016;3,2;1,17;0,28805;-0,62%
28.07.2016;3,22;1,17;0,28805;-0,31%
27.07.2016;3,23;1,17;0,28805;-0,62%
26.07.2016;3,25;1,17;0,28805;-0,91%
23.07.2016;3,28;1,17;0,28805;-0,30%
22.07.2016;3,29;1,17;0,28805;0,30%
21.07.2016;3,28;1,17;0,28805;0,31%
20.07.2016;3,27;1,17;0,28805;0,00%
19.07.2016;3,27;1,17;0,28805;0,31%
16.07.2016;3,26;1,17;0,28805;-0,61%
15.07.2016;3,28;1,17;0,28805;-0,30%
14.07.2016;3,29;1,17;0,28805;-0,60%
13.07.2016;3,31;1,17;0,28805;-0,30%
12.07.2016;3,32;1,17;0,28805;0,00%
9.07.2016;3,32;1,17;0,28805;-0,30%
8.07.2016;3,33;1,17;0,28805;-0,60%
7.07.2016;3,35;1,17;0,28805;-0,30%
6.07.2016;3,36;1,17;0,28805;-0,59%
5.07.2016;3,38;1,17;0,28805;-0,59%
2.07.2016;3,4;1,17;0,28805;0,00%
1.07.2016;3,4;1,17;0,28805;0,59%
30.06.2016;3,38;1,17;0,28805;0,30%
29.06.2016;3,37;1,17;0,28805;-0,30%
28.06.2016;3,38;1,17;0,28805;-0,29%
25.06.2016;3,39;1,17;0,28805;0,59%
24.06.2016;3,37;1,17;0,28805;-0,30%
23.06.2016;3,38;1,17;0,28805;0,30%
22.06.2016;3,37;1,17;0,28805;0,60%
21.06.2016;3,35;1,17;0,28805;0,00%
18.06.2016;3,35;1,17;0,28805;-0,59%
17.06.2016;3,37;1,17;0,28805;-0,59%
16.06.2016;3,39;1,17;0,28805;-0,29%
15.06.2016;3,4;1,17;0,28805;0,00%
14.06.2016;3,4;1,17;0,28805;0,00%
11.06.2016;3,4;1,17;0,28805;0,00%
10.06.2016;3,4;1,17;0,28805;0,29%
9.06.2016;3,39;1,17;0,28805;0,00%
8.06.2016;3,39;1,17;0,28805;0,00%
7.06.2016;3,39;1,17;0,28805;-0,29%
4.06.2016;3,4;1,17;0,28805;-0,29%
3.06.2016;3,41;1,17;0,28805;0,00%
2.06.2016;3,41;1,17;0,28805;-0,29%
1.06.2016;3,42;1,17;0,28805;0,00%
28.05.2016;3,42;1,17;0,28805;0,29%
26.05.2016;3,41;1,17;0,28805;0,29%
25.05.2016;3,4;1,17;0,28805;0,89%
24.05.2016;3,37;1,17;0,28805;0,00%
21.05.2016;3,37;1,17;0,28805;0,60%
20.05.2016;3,35;1,17;0,28805;0,00%
19.05.2016;3,35;1,17;0,28805;0,60%
18.05.2016;3,33;1,17;0,28805;0,91%
17.05.2016;3,3;1,17;0,28805;0,30%
14.05.2016;3,29;1,17;0,28805;1,54%
13.05.2016;3,24;1,17;0,28805;0,31%
12.05.2016;3,23;1,17;0,28805;1,25%
11.05.2016;3,19;1,17;0,28805;-0,31%
10.05.2016;3,2;1,17;0,28805;-0,31%
7.05.2016;3,21;1,17;0,28805;0,63%
6.05.2016;3,19;1,17;0,28805;-0,62%
5.05.2016;3,21;1,17;0,28805;-0,93%
30.04.2016;3,24;1,17;0,28805;0,31%
29.04.2016;3,23;1,17;0,28805;0,94%
28.04.2016;3,2;1,17;0,28805;0,31%
27.04.2016;3,19;1,17;0,28805;0,63%
26.04.2016;3,17;1,17;0,28805;0,63%
23.04.2016;3,15;1,17;0,28805;0,64%
22.04.2016;3,13;1,17;0,28805;0,64%
21.04.2016;3,11;1,17;0,28805;0,65%
20.04.2016;3,09;1,17;0,28805;0,00%
19.04.2016;3,09;1,17;0,28805;-0,32%
16.04.2016;3,1;1,17;0,28805;0,32%
15.04.2016;3,09;1,17;0,28805;0,65%
14.04.2016;3,07;1,17;0,28805;0,00%
13.04.2016;3,07;1,17;0,28805;1,32%
12.04.2016;3,03;1,17;0,28805;1,00%
9.04.2016;3;1,17;0,28805;1,35%
8.04.2016;2,96;1,17;0,28805;0,00%
7.04.2016;2,96;1,17;0,28805;0,00%
6.04.2016;2,96;1,17;0,28805;-1,33%
5.04.2016;3;1,17;0,28805;-0,66%
2.04.2016;3,02;1,17;0,28805;-0,66%
1.04.2016;3,04;1,17;0,28805;-0,33%
31.03.2016;3,05;1,17;0,28805;-0,33%
30.03.2016;3,06;1,17;0,28805;-0,97%
25.03.2016;3,09;1,17;0,28805;-0,32%
24.03.2016;3,1;1,17;0,28805;-0,32%
23.03.2016;3,11;1,17;0,28805;0,00%
22.03.2016;3,11;1,17;0,28805;0,00%
19.03.2016;3,11;1,17;0,28805;0,32%
18.03.2016;3,1;1,17;0,28805;0,65%
17.03.2016;3,08;1,17;0,28805;0,00%
16.03.2016;3,08;1,17;0,28805;-0,32%
15.03.2016;3,09;1,17;0,28805;-0,96%
12.03.2016;3,12;1,17;0,28805;0,32%
11.03.2016;3,11;1,17;0,28805;0,32%
10.03.2016;3,1;1,17;0,28805;0,65%
9.03.2016;3,08;1,17;0,28805;0,98%
8.03.2016;3,05;1,17;0,28805;0,33%
5.03.2016;3,04;1,17;0,28805;0,33%
4.03.2016;3,03;1,17;0,28805;0,66%
3.03.2016;3,01;1,17;0,28805;0,33%
2.03.2016;3;1,17;0,28805;0,67%
1.03.2016;2,98;1,17;0,28805;0,34%
27.02.2016;2,97;1,17;0,28805;0,68%
26.02.2016;2,95;1,17;0,28805;0,34%
25.02.2016;2,94;1,17;0,28805;0,00%
24.02.2016;2,94;1,17;0,28805;-0,68%
23.02.2016;2,96;1,17;0,28805;0,00%
20.02.2016;2,96;1,17;0,28805;0,00%
19.02.2016;2,96;1,17;0,28805;0,68%
18.02.2016;2,94;1,17;0,28805;0,68%
17.02.2016;2,92;1,17;0,28805;0,69%
16.02.2016;2,9;1,17;0,28805;0,69%
13.02.2016;2,88;1,17;0,28805;0,35%
12.02.2016;2,87;1,17;0,28805;-1,03%
11.02.2016;2,9;1,17;0,28805;-1,36%
10.02.2016;2,94;1,17;0,28805;-0,68%
9.02.2016;2,96;1,17;0,28805;-0,34%
6.02.2016;2,97;1,17;0,28805;0,34%
5.02.2016;2,96;1,17;0,28805;0,34%
4.02.2016;2,95;1,17;0,28805;-0,34%
3.02.2016;2,96;1,17;0,28805;-0,67%
2.02.2016;2,98;1,17;0,28805;0,00%
30.01.2016;2,98;1,17;0,28805;0,68%
29.01.2016;2,96;1,17;0,28805;1,02%
28.01.2016;2,93;1,17;0,28805;0,69%
27.01.2016;2,91;1,17;0,28805;0,34%
26.01.2016;2,9;1,17;0,28805;1,75%
23.01.2016;2,85;1,17;0,28805;0,71%
22.01.2016;2,83;1,17;0,28805;-0,35%
21.01.2016;2,84;1,17;0,28805;-1,05%
20.01.2016;2,87;1,17;0,28805;0,00%
19.01.2016;2,87;1,17;0,28805;-0,35%
16.01.2016;2,88;1,17;0,28805;-0,35%
15.01.2016;2,89;1,17;0,28805;-0,34%
14.01.2016;2,9;1,17;0,28805;-0,68%
13.01.2016;2,92;1,17;0,28805;-1,35%
12.01.2016;2,96;1,17;0,28805;-0,67%
9.01.2016;2,98;1,17;0,28805;-1,65%
8.01.2016;3,03;1,17;0,28805;0,00%
6.01.2016;3,03;1,17;0,28805;0,66%
5.01.2016;3,01;1,17;0,28805;-0,66%
1.01.2016;3,03;1,17;0,28805;-0,33%
31.12.2015;3,04;1,17;0,28805;-0,33%
30.12.2015;3,05;1,17;0,28805;0,33%
25.12.2015;3,04;1,17;0,28805;0,00%
24.12.2015;3,04;1,17;0,28805;-0,33%
23.12.2015;3,05;1,17;0,28805;0,00%
22.12.2015;3,05;1,17;0,28805;-0,33%
19.12.2015;3,06;1,17;0,28805;0,33%
18.12.2015;3,05;1,17;0,28805;0,33%
17.12.2015;3,04;1,17;0,28805;0,00%
16.12.2015;3,04;1,17;0,28805;-0,65%
15.12.2015;3,06;1,17;0,28805;-1,61%
12.12.2015;3,11;1,17;0,28805;-1,27%
11.12.2015;3,15;1,17;0,28805;-0,94%
10.12.2015;3,18;1,17;0,28805;-0,93%
9.12.2015;3,21;1,17;0,28805;-1,23%
8.12.2015;3,25;1,17;0,28805;-0,91%
5.12.2015;3,28;1,17;0,28805;-0,30%
4.12.2015;3,29;1,17;0,28805;-0,60%
3.12.2015;3,31;1,17;0,28805;-0,90%
2.12.2015;3,34;1,17;0,28805;-0,60%
1.12.2015;3,36;1,17;0,28805;-0,30%
28.11.2015;3,37;1,17;0,28805;-0,30%
27.11.2015;3,38;1,17;0,28805;0,00%
26.11.2015;3,38;1,17;0,28805;0,30%
25.11.2015;3,37;1,17;0,28805;0,30%
24.11.2015;3,36;1,17;0,28805;0,00%
21.11.2015;3,36;1,17;0,28805;0,00%
20.11.2015;3,36;1,17;0,28805;0,60%
19.11.2015;3,34;1,17;0,28805;0,00%
18.11.2015;3,34;1,17;0,28805;-0,30%
17.11.2015;3,35;1,17;0,28805;-0,59%
14.11.2015;3,37;1,17;0,28805;-1,17%
13.11.2015;3,41;1,17;0,28805;-1,16%
11.11.2015;3,45;1,17;0,28805;0,29%
10.11.2015;3,44;1,17;0,28805;0,29%
7.11.2015;3,43;1,17;0,28805;-0,29%
6.11.2015;3,44;1,17;0,28805;0,00%
5.11.2015;3,44;1,17;0,28805;0,29%
4.11.2015;3,43;1,17;0,28805;0,29%
3.11.2015;3,42;1,17;0,28805;0,00%
31.10.2015;3,42;1,17;0,28805;0,59%
30.10.2015;3,4;1,17;0,28805;0,59%
29.10.2015;3,38;1,17;0,28805;0,60%
28.10.2015;3,36;1,17;0,28805;0,00%
27.10.2015;3,36;1,17;0,28805;0,30%
24.10.2015;3,35;1,17;0,28805;0,60%
23.10.2015;3,33;1,17;0,28805;0,30%
22.10.2015;3,32;1,17;0,28805;0,00%
21.10.2015;3,32;1,17;0,28805;0,00%
20.10.2015;3,32;1,17;0,28805;-0,30%
17.10.2015;3,33;1,17;0,28805;0,00%
16.10.2015;3,33;1,17;0,28805;-0,89%
15.10.2015;3,36;1,17;0,28805;-1,18%
14.10.2015;3,4;1,17;0,28805;-1,16%
13.10.2015;3,44;1,17;0,28805;-0,29%
10.10.2015;3,45;1,17;0,28805;-0,58%
9.10.2015;3,47;1,17;0,28805;0,00%
8.10.2015;3,47;1,17;0,28805;0,87%
7.10.2015;3,44;1,17;0,28805;0,58%
6.10.2015;3,42;1,17;0,28805;0,29%
3.10.2015;3,41;1,17;0,28805;0,00%
2.10.2015;3,41;1,17;0,28805;0,29%
1.10.2015;3,4;1,17;0,28805;0,00%
30.09.2015;3,4;1,17;0,28805;0,00%
29.09.2015;3,4;1,17;0,28805;-0,58%
26.09.2015;3,42;1,17;0,28805;0,29%
25.09.2015;3,41;1,17;0,28805;0,29%
24.09.2015;3,4;1,17;0,28805;1,19%
23.09.2015;3,36;1,17;0,28805;0,00%
22.09.2015;3,36;1,17;0,28805;-0,59%
19.09.2015;3,38;1,17;0,28805;0,30%
18.09.2015;3,37;1,17;0,28805;0,00%
17.09.2015;3,37;1,17;0,28805;0,60%
16.09.2015;3,35;1,17;0,28805;-0,30%
15.09.2015;3,36;1,17;0,28805;-0,88%
12.09.2015;3,39;1,17;0,28805;-1,17%
11.09.2015;3,43;1,17;0,28805;0,29%
10.09.2015;3,42;1,17;0,28805;-0,58%
9.09.2015;3,44;1,17;0,28805;-0,58%
8.09.2015;3,46;1,17;0,28805;0,00%
5.09.2015;3,46;1,17;0,28805;0,87%
4.09.2015;3,43;1,17;0,28805;0,59%
3.09.2015;3,41;1,17;0,28805;0,59%
2.09.2015;3,39;1,17;0,28805;1,80%
29.08.2015;3,33;1,17;0,28805;1,52%
28.08.2015;3,28;1,17;0,28805;0,61%
27.08.2015;3,26;1,17;0,28805;-0,31%
26.08.2015;3,27;1,17;0,28805;-0,61%
25.08.2015;3,29;1,17;0,28805;-1,50%
22.08.2015;3,34;1,17;0,28805;-1,47%
21.08.2015;3,39;1,17;0,28805;-0,29%
20.08.2015;3,4;1,17;0,28805;-0,58%
19.08.2015;3,42;1,17;0,28805;0,00%
18.08.2015;3,42;1,17;0,28805;-0,29%
15.08.2015;3,43;1,17;0,28805;0,00%
14.08.2015;3,43;1,17;0,28805;-0,29%
13.08.2015;3,44;1,17;0,28805;0,29%
12.08.2015;3,43;1,17;0,28805;-0,29%
11.08.2015;3,44;1,17;0,28805;0,29%
8.08.2015;3,43;1,17;0,28805;0,00%
7.08.2015;3,43;1,17;0,28805;0,00%
6.08.2015;3,43;1,17;0,28805;0,29%
5.08.2015;3,42;1,17;0,28805;-0,58%
4.08.2015;3,44;1,17;0,28805;-0,86%
1.08.2015;3,47;1,17;0,28805;0,00%
31.07.2015;3,47;1,17;0,28805;0,00%
30.07.2015;3,47;1,17;0,28805;0,00%
29.07.2015;3,47;1,17;0,28805;-0,86%
28.07.2015;3,5;1,17;0,28805;-0,57%
25.07.2015;3,52;1,17;0,28805;-0,56%
24.07.2015;3,54;1,17;0,28805;-0,28%
23.07.2015;3,55;1,17;0,28805;0,00%
22.07.2015;3,55;1,17;0,28805;-0,28%
21.07.2015;3,56;1,17;0,28805;0,00%
18.07.2015;3,56;1,17;0,28805;-0,28%
17.07.2015;3,57;1,17;0,28805;-0,56%
16.07.2015;3,59;1,17;0,28805;-0,28%
15.07.2015;3,6;1,17;0,28805;-0,55%
14.07.2015;3,62;1,17;0,28805;0,00%
11.07.2015;3,62;1,17;0,28805;0,00%
10.07.2015;3,62;1,17;0,28805;0,00%
9.07.2015;3,62;1,17;0,28805;-0,55%
8.07.2015;3,64;1,17;0,28805;-1,36%
7.07.2015;3,69;1,17;0,28805;-0,81%
4.07.2015;3,72;1,17;0,28805;-0,53%
3.07.2015;3,74;1,17;0,28805;0,27%
2.07.2015;3,73;1,17;0,28805;0,27%
1.07.2015;3,72;1,17;0,28805;0,00%
30.06.2015;3,72;1,17;0,28805;0,00%
27.06.2015;3,72;1,17;0,28805;-0,27%
26.06.2015;3,73;1,17;0,28805;0,54%
25.06.2015;3,71;1,17;0,28805;0,54%
24.06.2015;3,69;1,17;0,28805;0,00%
23.06.2015;3,69;1,17;0,28805;-0,27%
20.06.2015;3,7;1,17;0,28805;-0,27%
19.06.2015;3,71;1,17;0,28805;0,27%
18.06.2015;3,7;1,17;0,28805;-0,27%
17.06.2015;3,71;1,17;0,28805;-0,27%
16.06.2015;3,72;1,17;0,28805;-0,27%
13.06.2015;3,73;1,17;0,28805;0,00%
12.06.2015;3,73;1,17;0,28805;0,27%
11.06.2015;3,72;1,17;0,28805;0,54%
10.06.2015;3,7;1,17;0,28805;0,54%
9.06.2015;3,68;1,17;0,28805;-0,27%
6.06.2015;3,69;1,17;0,28805;-2,12%
4.06.2015;3,77;1,17;0,28805;-0,26%
3.06.2015;3,78;1,17;0,28805;0,53%
2.06.2015;3,76;1,17;0,28805;0,53%
30.05.2015;3,74;1,17;0,28805;0,00%
29.05.2015;3,74;1,17;0,28805;-0,27%
28.05.2015;3,75;1,17;0,28805;-0,27%
27.05.2015;3,76;1,17;0,28805;0,53%
23.05.2015;3,74;1,17;0,28805;0,27%
22.05.2015;3,73;1,17;0,28805;0,81%
21.05.2015;3,7;1,17;0,28805;0,00%
20.05.2015;3,7;1,17;0,28805;-0,54%
19.05.2015;3,72;1,17;0,28805;-0,53%
16.05.2015;3,74;1,17;0,28805;-0,27%
15.05.2015;3,75;1,17;0,28805;0,27%
14.05.2015;3,74;1,17;0,28805;0,81%
13.05.2015;3,71;1,17;0,28805;0,27%
12.05.2015;3,7;1,17;0,28805;-0,54%
9.05.2015;3,72;1,17;0,28805;-0,80%
8.05.2015;3,75;1,17;0,28805;0,00%
7.05.2015;3,75;1,17;0,28805;0,54%
6.05.2015;3,73;1,17;0,28805;0,81%
1.05.2015;3,7;1,17;0,28805;-0,27%
30.04.2015;3,71;1,17;0,28805;0,00%
29.04.2015;3,71;1,17;0,28805;-0,27%
28.04.2015;3,72;1,17;0,28805;0,27%
25.04.2015;3,71;1,17;0,28805;0,27%
24.04.2015;3,7;1,17;0,28805;0,54%
23.04.2015;3,68;1,17;0,28805;-0,27%
22.04.2015;3,69;1,17;0,28805;-0,27%
21.04.2015;3,7;1,17;0,28805;0,00%
18.04.2015;3,7;1,17;0,28805;0,27%
17.04.2015;3,69;1,17;0,28805;0,82%
16.04.2015;3,66;1,17;0,28805;0,55%
15.04.2015;3,64;1,17;0,28805;0,83%
14.04.2015;3,61;1,17;0,28805;0,84%
11.04.2015;3,58;1,17;0,28805;0,28%
10.04.2015;3,57;1,17;0,28805;0,00%
9.04.2015;3,57;1,17;0,28805;-0,56%
8.04.2015;3,59;1,17;0,28805;0,28%
3.04.2015;3,58;1,17;0,28805;-0,28%
2.04.2015;3,59;1,17;0,28805;-0,28%
1.04.2015;3,6;1,17;0,28805;0,00%
31.03.2015;3,6;1,17;0,28805;0,00%
28.03.2015;3,6;1,17;0,28805;0,56%
27.03.2015;3,58;1,17;0,28805;0,00%
26.03.2015;3,58;1,17;0,28805;-0,56%
25.03.2015;3,6;1,17;0,28805;-0,55%
24.03.2015;3,62;1,17;0,28805;0,00%
21.03.2015;3,62;1,17;0,28805;0,28%
20.03.2015;3,61;1,17;0,28805;0,00%
19.03.2015;3,61;1,17;0,28805;0,00%
18.03.2015;3,61;1,17;0,28805;-0,55%
17.03.2015;3,63;1,17;0,28805;-1,09%
14.03.2015;3,67;1,17;0,28805;-0,54%
13.03.2015;3,69;1,17;0,28805;-0,27%
12.03.2015;3,7;1,17;0,28805;0,00%
11.03.2015;3,7;1,17;0,28805;-0,27%
10.03.2015;3,71;1,17;0,28805;0,00%
7.03.2015;3,71;1,17;0,28805;0,00%
6.03.2015;3,71;1,17;0,28805;0,27%
5.03.2015;3,7;1,17;0,28805;-0,54%
4.03.2015;3,72;1,17;0,28805;0,27%
3.03.2015;3,71;1,17;0,28805;0,27%
28.02.2015;3,7;1,17;0,28805;0,27%
27.02.2015;3,69;1,17;0,28805;0,00%
26.02.2015;3,69;1,17;0,28805;-0,27%
25.02.2015;3,7;1,17;0,28805;0,54%
24.02.2015;3,68;1,17;0,28805;0,27%
21.02.2015;3,67;1,17;0,28805;0,27%
20.02.2015;3,66;1,17;0,28805;-0,81%
19.02.2015;3,69;1,17;0,28805;-0,27%
18.02.2015;3,7;1,17;0,28805;0,54%
17.02.2015;3,68;1,17;0,28805;1,10%
14.02.2015;3,64;1,17;0,28805;0,55%
13.02.2015;3,62;1,17;0,28805;0,28%
12.02.2015;3,61;1,17;0,28805;0,00%
11.02.2015;3,61;1,17;0,28805;-0,28%
10.02.2015;3,62;1,17;0,28805;1,97%
7.02.2015;3,55;1,17;0,28805;0,00%
6.02.2015;3,55;1,17;0,28805;2,01%
5.02.2015;3,48;1,17;0,28805;0,87%
4.02.2015;3,45;1,17;0,28805;1,17%
3.02.2015;3,41;1,17;0,28805;0,59%
31.01.2015;3,39;1,17;0,28805;0,00%
30.01.2015;3,39;1,17;0,28805;-0,29%
29.01.2015;3,4;1,17;0,28805;0,00%
28.01.2015;3,4;1,17;0,28805;0,00%
27.01.2015;3,4;1,17;0,28805;0,00%
24.01.2015;3,4;1,17;0,28805;0,59%
23.01.2015;3,38;1,17;0,28805;-0,29%
22.01.2015;3,39;1,17;0,28805;0,30%
21.01.2015;3,38;1,17;0,28805;0,30%
20.01.2015;3,37;1,17;0,28805;0,60%
17.01.2015;3,35;1,17;0,28805;0,00%
16.01.2015;3,35;1,17;0,28805;0,60%
15.01.2015;3,33;1,17;0,28805;-0,60%
14.01.2015;3,35;1,17;0,28805;-0,89%
13.01.2015;3,38;1,17;0,28805;0,30%
10.01.2015;3,37;1,17;0,28805;-1,46%
9.01.2015;3,42;1,17;0,28805;-0,58%
8.01.2015;3,44;1,17;0,28805;0,29%
6.01.2015;3,43;1,17;0,28805;-0,58%
3.01.2015;3,45;1,17;0,28805;-0,58%
1.01.2015;3,47;1,17;0,28805;0,00%
31.12.2014;3,47;1,2;0,26252;-0,29%
30.12.2014;3,48;1,2;0,26252;-0,29%
24.12.2014;3,49;1,2;0,26252;0,29%
23.12.2014;3,48;1,2;0,26252;0,29%
20.12.2014;3,47;1,2;0,26252;0,00%
19.12.2014;3,47;1,2;0,26252;0,58%
18.12.2014;3,45;1,2;0,26252;0,58%
17.12.2014;3,43;1,2;0,26252;-0,58%
16.12.2014;3,45;1,2;0,26252;-1,43%
13.12.2014;3,5;1,2;0,26252;-0,85%
12.12.2014;3,53;1,2;0,26252;-0,28%
11.12.2014;3,54;1,2;0,26252;-1,39%
10.12.2014;3,59;1,2;0,26252;-0,55%
9.12.2014;3,61;1,2;0,26252;-0,55%
6.12.2014;3,63;1,2;0,26252;-0,55%
5.12.2014;3,65;1,2;0,26252;-0,54%
4.12.2014;3,67;1,2;0,26252;0,00%
3.12.2014;3,67;1,2;0,26252;-0,27%
2.12.2014;3,68;1,2;0,26252;-1,08%
29.11.2014;3,72;1,2;0,26252;-1,06%
28.11.2014;3,76;1,2;0,26252;-2,08%
27.11.2014;3,84;1,2;0,26252;-0,26%
26.11.2014;3,85;1,2;0,26252;0,00%
25.11.2014;3,85;1,2;0,26252;0,00%
22.11.2014;3,85;1,2;0,26252;0,52%
21.11.2014;3,83;1,2;0,26252;-0,26%
20.11.2014;3,84;1,2;0,26252;-0,26%
19.11.2014;3,85;1,2;0,26252;-0,26%
18.11.2014;3,86;1,2;0,26252;-0,52%
15.11.2014;3,88;1,2;0,26252;-1,02%
14.11.2014;3,92;1,2;0,26252;-1,51%
13.11.2014;3,98;1,2;0,26252;0,25%
8.11.2014;3,97;1,2;0,26252;0,51%
7.11.2014;3,95;1,2;0,26252;0,00%
6.11.2014;3,95;1,2;0,26252;0,00%
5.11.2014;3,95;1,2;0,26252;-0,75%
4.11.2014;3,98;1,2;0,26252;0,25%
1.11.2014;3,97;1,2;0,26252;0,25%
31.10.2014;3,96;1,2;0,26252;0,25%
30.10.2014;3,95;1,2;0,26252;0,25%
29.10.2014;3,94;1,2;0,26252;0,00%
28.10.2014;3,94;1,2;0,26252;0,00%
25.10.2014;3,94;1,2;0,26252;0,00%
24.10.2014;3,94;1,2;0,26252;0,51%
23.10.2014;3,92;1,2;0,26252;0,00%
22.10.2014;3,92;1,2;0,26252;0,26%
21.10.2014;3,91;1,2;0,26252;0,26%
19.10.2014;3,9;1,2;0,26252;0,00%
18.10.2014;3,9;1,2;0,26252;0,26%
17.10.2014;3,89;1,2;0,26252;-1,52%
16.10.2014;3,95;1,2;0,26252;-0,50%
15.10.2014;3,97;1,2;0,26252;-0,25%
14.10.2014;3,98;1,2;0,26252;-0,25%
11.10.2014;3,99;1,2;0,26252;-0,50%
10.10.2014;4,01;1,2;0,26252;-0,50%
9.10.2014;4,03;1,2;0,26252;-0,25%
8.10.2014;4,04;1,2;0,26252;-0,25%
7.10.2014;4,05;1,2;0,26252;-0,49%
4.10.2014;4,07;1,2;0,26252;0,25%
3.10.2014;4,06;1,2;0,26252;-1,22%
2.10.2014;4,11;1,2;0,26252;0,49%
1.10.2014;4,09;1,2;0,26252;0,00%
30.09.2014;4,09;1,2;0,26252;0,25%
27.09.2014;4,08;1,2;0,26252;0,25%
26.09.2014;4,07;1,2;0,26252;0,49%
25.09.2014;4,05;1,2;0,26252;0,00%
24.09.2014;4,05;1,2;0,26252;-0,49%
23.09.2014;4,07;1,2;0,26252;-0,49%
20.09.2014;4,09;1,2;0,26252;-0,24%
19.09.2014;4,1;1,2;0,26252;-0,24%
18.09.2014;4,11;1,2;0,26252;-0,24%
17.09.2014;4,12;1,2;0,26252;0,00%
16.09.2014;4,12;1,2;0,26252;0,00%
13.09.2014;4,12;1,2;0,26252;0,00%
12.09.2014;4,12;1,2;0,26252;-0,72%
11.09.2014;4,15;1,2;0,26252;-0,24%
10.09.2014;4,16;1,2;0,26252;0,24%
9.09.2014;4,15;1,2;0,26252;0,00%
6.09.2014;4,15;1,2;0,26252;0,00%
5.09.2014;4,15;1,2;0,26252;0,00%
4.09.2014;4,15;1,2;0,26252;0,24%
3.09.2014;4,14;1,2;0,26252;-0,24%
2.09.2014;4,15;1,2;0,26252;0,24%
30.08.2014;4,14;1,2;0,26252;0,24%
29.08.2014;4,13;1,2;0,26252;0,24%
28.08.2014;4,12;1,2;0,26252;0,24%
27.08.2014;4,11;1,2;0,26252;0,24%
26.08.2014;4,1;1,2;0,26252;-0,24%
23.08.2014;4,11;1,2;0,26252;0,00%
22.08.2014;4,11;1,2;0,26252;0,24%
21.08.2014;4,1;1,2;0,26252;0,00%
20.08.2014;4,1;1,2;0,26252;-0,24%
19.08.2014;4,11;1,2;0,26252;-0,48%
16.08.2014;4,13;1,2;0,26252;0,00%
15.08.2014;4,13;1,2;0,26252;-0,48%
14.08.2014;4,15;1,2;0,26252;-0,24%
13.08.2014;4,16;1,2;0,26252;-0,24%
12.08.2014;4,17;1,2;0,26252;0,24%
9.08.2014;4,16;1,2;0,26252;0,48%
8.08.2014;4,14;1,2;0,26252;0,24%
7.08.2014;4,13;1,2;0,26252;0,00%
6.08.2014;4,13;1,2;0,26252;-0,48%
5.08.2014;4,15;1,2;0,26252;0,00%
3.08.2014;4,15;1,2;0,26252;0,00%
2.08.2014;4,15;1,2;0,26252;0,00%
1.08.2014;4,15;1,2;0,26252;0,24%
31.07.2014;4,14;1,2;0,26252;0,24%
30.07.2014;4,13;1,2;0,26252;0,24%
29.07.2014;4,12;1,2;0,26252;0,00%
26.07.2014;4,12;1,2;0,26252;0,24%
25.07.2014;4,11;1,2;0,26252;0,24%
24.07.2014;4,1;1,2;0,26252;0,00%
23.07.2014;4,1;1,2;0,26252;0,24%
22.07.2014;4,09;1,2;0,26252;0,00%
19.07.2014;4,09;1,2;0,26252;0,25%
18.07.2014;4,08;1,2;0,26252;0,00%
17.07.2014;4,08;1,2;0,26252;0,25%
16.07.2014;4,07;1,2;0,26252;-0,25%
15.07.2014;4,08;1,2;0,26252;0,00%
12.07.2014;4,08;1,2;0,26252;-0,24%
11.07.2014;4,09;1,2;0,26252;-0,24%
10.07.2014;4,1;1,2;0,26252;-0,49%
9.07.2014;4,12;1,2;0,26252;-0,24%
8.07.2014;4,13;1,2;0,26252;-0,24%
5.07.2014;4,14;1,2;0,26252;-0,24%
4.07.2014;4,15;1,2;0,26252;-0,24%
3.07.2014;4,16;1,2;0,26252;-0,48%
2.07.2014;4,18;1,2;0,26252;-0,48%
1.07.2014;4,2;1,2;0,26252;-0,24%
28.06.2014;4,21;1,2;0,26252;0,00%
27.06.2014;4,21;1,2;0,26252;-0,24%
26.06.2014;4,22;1,2;0,26252;0,00%
25.06.2014;4,22;1,2;0,26252;0,00%
24.06.2014;4,22;1,2;0,26252;0,24%
21.06.2014;4,21;1,2;0,26252;0,48%
19.06.2014;4,19;1,2;0,26252;0,72%
18.06.2014;4,16;1,2;0,26252;0,48%
17.06.2014;4,14;1,2;0,26252;0,49%
14.06.2014;4,12;1,2;0,26252;0,49%
13.06.2014;4,1;1,2;0,26252;0,49%
12.06.2014;4,08;1,2;0,26252;0,25%
11.06.2014;4,07;1,2;0,26252;0,25%
10.06.2014;4,06;1,2;0,26252;0,00%
7.06.2014;4,06;1,2;0,26252;0,00%
6.06.2014;4,06;1,2;0,26252;-0,25%
5.06.2014;4,07;1,2;0,26252;0,00%
4.06.2014;4,07;1,2;0,26252;-0,25%
3.06.2014;4,08;1,2;0,26252;-0,24%
31.05.2014;4,09;1,2;0,26252;-0,73%
30.05.2014;4,12;1,2;0,26252;-0,24%
29.05.2014;4,13;1,2;0,26252;-0,24%
28.05.2014;4,14;1,2;0,26252;-0,24%
24.05.2014;4,15;1,2;0,26252;-0,24%
23.05.2014;4,16;1,2;0,26252;0,00%
22.05.2014;4,16;1,2;0,26252;0,24%
21.05.2014;4,15;1,2;0,26252;-0,24%
20.05.2014;4,16;1,2;0,26252;0,24%
