Date;Price;Akcyza;Opłata paliwowa;Change %
17.10.2018;4,23;1,17;0,29305;-0,24%
16.10.2018;4,24;1,17;0,29305;-0,47%
13.10.2018;4,26;1,17;0,29305;-1,16%
12.10.2018;4,31;1,17;0,29305;-0,46%
11.10.2018;4,33;1,17;0,29305;-0,23%
10.10.2018;4,34;1,17;0,29305;0,23%
9.10.2018;4,33;1,17;0,29305;0,00%
6.10.2018;4,33;1,17;0,29305;0,23%
5.10.2018;4,32;1,17;0,29305;0,47%
4.10.2018;4,3;1,17;0,29305;1,42%
3.10.2018;4,24;1,17;0,29305;0,71%
2.10.2018;4,21;1,17;0,29305;0,72%
29.09.2018;4,18;1,17;0,29305;0,48%
28.09.2018;4,16;1,17;0,29305;0,48%
27.09.2018;4,14;1,17;0,29305;0,49%
26.09.2018;4,12;1,17;0,29305;0,49%
25.09.2018;4,1;1,17;0,29305;0,49%
22.09.2018;4,08;1,17;0,29305;-0,24%
21.09.2018;4,09;1,17;0,29305;0,00%
20.09.2018;4,09;1,17;0,29305;0,00%
19.09.2018;4,09;1,17;0,29305;0,00%
18.09.2018;4,09;1,17;0,29305;-0,49%
15.09.2018;4,11;1,17;0,29305;-0,24%
14.09.2018;4,12;1,17;0,29305;0,00%
13.09.2018;4,12;1,17;0,29305;0,24%
12.09.2018;4,11;1,17;0,29305;0,24%
11.09.2018;4,1;1,17;0,29305;0,00%
8.09.2018;4,1;1,17;0,29305;-0,49%
7.09.2018;4,12;1,17;0,29305;-0,24%
6.09.2018;4,13;1,17;0,29305;0,00%
5.09.2018;4,13;1,17;0,29305;0,49%
4.09.2018;4,11;1,17;0,29305;0,49%
1.09.2018;4,09;1,17;0,29305;0,25%
31.08.2018;4,08;1,17;0,29305;0,25%
30.08.2018;4,07;1,17;0,29305;0,00%
29.08.2018;4,07;1,17;0,29305;0,25%
25.08.2018;4,06;1,17;0,29305;0,74%
24.08.2018;4,03;1,17;0,29305;0,00%
23.08.2018;4,03;1,17;0,29305;0,25%
22.08.2018;4,02;1,17;0,29305;0,00%
21.08.2018;4,02;1,17;0,29305;0,00%
18.08.2018;4,02;1,17;0,29305;-0,25%
17.08.2018;4,03;1,17;0,29305;-0,49%
15.08.2018;4,05;1,17;0,29305;0,50%
14.08.2018;4,03;1,17;0,29305;0,75%
11.08.2018;4;1,17;0,29305;0,25%
10.08.2018;3,99;1,17;0,29305;0,00%
9.08.2018;3,99;1,17;0,29305;-0,50%
8.08.2018;4,01;1,17;0,29305;0,25%
7.08.2018;4;1,17;0,29305;0,50%
4.08.2018;3,98;1,17;0,29305;0,00%
3.08.2018;3,98;1,17;0,29305;0,00%
2.08.2018;3,98;1,17;0,29305;-1,00%
1.08.2018;4,02;1,17;0,29305;-0,25%
31.07.2018;4,03;1,17;0,29305;0,00%
28.07.2018;4,03;1,17;0,29305;0,25%
27.07.2018;4,02;1,17;0,29305;0,25%
26.07.2018;4,01;1,17;0,29305;0,25%
25.07.2018;4;1,17;0,29305;0,25%
24.07.2018;3,99;1,17;0,29305;0,50%
21.07.2018;3,97;1,17;0,29305;0,51%
20.07.2018;3,95;1,17;0,29305;0,51%
19.07.2018;3,93;1,17;0,29305;-0,51%
18.07.2018;3,95;1,17;0,29305;-0,50%
17.07.2018;3,97;1,17;0,29305;-1,00%
14.07.2018;4,01;1,17;0,29305;-0,25%
13.07.2018;4,02;1,17;0,29305;-0,50%
12.07.2018;4,04;1,17;0,29305;-0,49%
11.07.2018;4,06;1,17;0,29305;0,25%
10.07.2018;4,05;1,17;0,29305;-0,49%
7.07.2018;4,07;1,17;0,29305;-0,25%
6.07.2018;4,08;1,17;0,29305;0,00%
5.07.2018;4,08;1,17;0,29305;0,25%
4.07.2018;4,07;1,17;0,29305;-0,25%
3.07.2018;4,08;1,17;0,29305;0,00%
30.06.2018;4,08;1,17;0,29305;0,99%
29.06.2018;4,04;1,17;0,29305;0,75%
28.06.2018;4,01;1,17;0,29305;0,75%
27.06.2018;3,98;1,17;0,29305;0,25%
26.06.2018;3,97;1,17;0,29305;-0,25%
23.06.2018;3,98;1,17;0,29305;-0,25%
22.06.2018;3,99;1,17;0,29305;-0,50%
21.06.2018;4,01;1,17;0,29305;0,50%
20.06.2018;3,99;1,17;0,29305;0,00%
19.06.2018;3,99;1,17;0,29305;0,00%
16.06.2018;3,99;1,17;0,29305;-0,25%
15.06.2018;4;1,17;0,29305;-0,25%
14.06.2018;4,01;1,17;0,29305;0,00%
13.06.2018;4,01;1,17;0,29305;0,25%
12.06.2018;4;1,17;0,29305;0,00%
9.06.2018;4;1,17;0,29305;0,50%
8.06.2018;3,98;1,17;0,29305;-0,25%
7.06.2018;3,99;1,17;0,29305;-1,24%
6.06.2018;4,04;1,17;0,29305;-0,74%
5.06.2018;4,07;1,17;0,29305;-0,73%
2.06.2018;4,1;1,17;0,29305;-0,49%
31.05.2018;4,12;1,17;0,29305;0,00%
26.05.2018;4,12;1,17;0,29305;-0,24%
25.05.2018;4,13;1,17;0,29305;0,24%
24.05.2018;4,12;1,17;0,29305;0,24%
23.05.2018;4,11;1,17;0,29305;0,00%
22.05.2018;4,11;1,17;0,29305;0,24%
19.05.2018;4,1;1,17;0,29305;0,49%
18.05.2018;4,08;1,17;0,29305;0,99%
17.05.2018;4,04;1,17;0,29305;0,25%
16.05.2018;4,03;1,17;0,29305;0,50%
15.05.2018;4,01;1,17;0,29305;0,25%
12.05.2018;4;1,17;0,29305;0,50%
11.05.2018;3,98;1,17;0,29305;0,76%
10.05.2018;3,95;1,17;0,29305;1,02%
9.05.2018;3,91;1,17;0,29305;0,26%
5.05.2018;3,9;1,17;0,29305;0,52%
3.05.2018;3,88;1,17;0,29305;0,26%
1.05.2018;3,87;1,17;0,29305;0,00%
28.04.2018;3,87;1,17;0,29305;0,52%
27.04.2018;3,85;1,17;0,29305;0,79%
26.04.2018;3,82;1,17;0,29305;0,53%
25.04.2018;3,8;1,17;0,29305;0,53%
24.04.2018;3,78;1,17;0,29305;0,53%
21.04.2018;3,76;1,17;0,29305;0,27%
20.04.2018;3,75;1,17;0,29305;0,27%
19.04.2018;3,74;1,17;0,29305;0,00%
18.04.2018;3,74;1,17;0,29305;-0,53%
17.04.2018;3,76;1,17;0,29305;-0,27%
14.04.2018;3,77;1,17;0,29305;0,27%
13.04.2018;3,76;1,17;0,29305;0,53%
12.04.2018;3,74;1,17;0,29305;0,81%
11.04.2018;3,71;1,17;0,29305;0,27%
10.04.2018;3,7;1,17;0,29305;0,27%
7.04.2018;3,69;1,17;0,29305;-0,27%
6.04.2018;3,7;1,17;0,29305;0,00%
5.04.2018;3,7;1,17;0,29305;0,00%
4.04.2018;3,7;1,17;0,29305;0,00%
31.03.2018;3,7;1,17;0,29305;0,27%
30.03.2018;3,69;1,17;0,29305;0,00%
29.03.2018;3,69;1,17;0,29305;-0,27%
28.03.2018;3,7;1,17;0,29305;0,54%
27.03.2018;3,68;1,17;0,29305;-0,27%
24.03.2018;3,69;1,17;0,29305;0,54%
23.03.2018;3,67;1,17;0,29305;0,55%
22.03.2018;3,65;1,17;0,29305;1,11%
21.03.2018;3,61;1,17;0,29305;0,56%
20.03.2018;3,59;1,17;0,29305;0,28%
17.03.2018;3,58;1,17;0,29305;0,28%
16.03.2018;3,57;1,17;0,29305;0,28%
15.03.2018;3,56;1,17;0,29305;0,00%
14.03.2018;3,56;1,17;0,29305;0,00%
13.03.2018;3,56;1,17;0,29305;0,00%
10.03.2018;3,56;1,17;0,29305;0,56%
9.03.2018;3,54;1,17;0,29305;0,00%
8.03.2018;3,54;1,17;0,29305;-0,28%
7.03.2018;3,55;1,17;0,29305;0,00%
6.03.2018;3,55;1,17;0,29305;0,00%
3.03.2018;3,55;1,17;0,29305;-0,28%
2.03.2018;3,56;1,17;0,29305;-0,84%
1.03.2018;3,59;1,17;0,29305;0,00%
28.02.2018;3,59;1,17;0,29305;0,00%
27.02.2018;3,59;1,17;0,29305;0,84%
24.02.2018;3,56;1,17;0,29305;0,56%
23.02.2018;3,54;1,17;0,29305;0,57%
22.02.2018;3,52;1,17;0,29305;0,28%
21.02.2018;3,51;1,17;0,29305;0,86%
20.02.2018;3,48;1,17;0,29305;0,58%
17.02.2018;3,46;1,17;0,29305;0,29%
16.02.2018;3,45;1,17;0,29305;-0,29%
15.02.2018;3,46;1,17;0,29305;-0,29%
14.02.2018;3,47;1,17;0,29305;-0,86%
13.02.2018;3,5;1,17;0,29305;-0,28%
10.02.2018;3,51;1,17;0,29305;-0,57%
9.02.2018;3,53;1,17;0,29305;-0,56%
8.02.2018;3,55;1,17;0,29305;-0,56%
7.02.2018;3,57;1,17;0,29305;-0,56%
6.02.2018;3,59;1,17;0,29305;0,28%
3.02.2018;3,58;1,17;0,29305;-0,28%
2.02.2018;3,59;1,17;0,29305;0,00%
1.02.2018;3,59;1,17;0,29305;-0,28%
31.01.2018;3,6;1,17;0,29305;-0,28%
30.01.2018;3,61;1,17;0,29305;-0,28%
27.01.2018;3,62;1,17;0,29305;0,00%
26.01.2018;3,62;1,17;0,29305;0,00%
25.01.2018;3,62;1,17;0,29305;0,00%
24.01.2018;3,62;1,17;0,29305;0,28%
23.01.2018;3,61;1,17;0,29305;0,00%
20.01.2018;3,61;1,17;0,29305;-0,28%
19.01.2018;3,62;1,17;0,29305;-0,28%
18.01.2018;3,63;1,17;0,29305;-0,27%
17.01.2018;3,64;1,17;0,29305;-0,55%
16.01.2018;3,66;1,17;0,29305;-0,27%
13.01.2018;3,67;1,17;0,29305;-0,54%
12.01.2018;3,69;1,17;0,29305;0,27%
11.01.2018;3,68;1,17;0,29305;0,55%
10.01.2018;3,66;1,17;0,29305;0,27%
9.01.2018;3,65;1,17;0,29305;0,00%
6.01.2018;3,65;1,17;0,29305;-0,27%
5.01.2018;3,66;1,17;0,29305;0,00%
4.01.2018;3,66;1,17;0,29305;0,00%
3.01.2018;3,66;1,17;0,29305;-0,54%
1.01.2018;3,68;1,17;0,29305;0,27%
30.12.2017;3,67;1,17;0,28805;0,00%
29.12.2017;3,67;1,17;0,28805;0,55%
28.12.2017;3,65;1,17;0,28805;0,27%
23.12.2017;3,64;1,17;0,28805;0,28%
22.12.2017;3,63;1,17;0,28805;0,00%
21.12.2017;3,63;1,17;0,28805;0,00%
20.12.2017;3,63;1,17;0,28805;0,00%
19.12.2017;3,63;1,17;0,28805;0,00%
16.12.2017;3,63;1,17;0,28805;0,00%
15.12.2017;3,63;1,17;0,28805;0,00%
14.12.2017;3,63;1,17;0,28805;-0,27%
13.12.2017;3,64;1,17;0,28805;1,11%
12.12.2017;3,6;1,17;0,28805;0,56%
9.12.2017;3,58;1,17;0,28805;0,28%
8.12.2017;3,57;1,17;0,28805;-0,28%
7.12.2017;3,58;1,17;0,28805;-0,28%
6.12.2017;3,59;1,17;0,28805;-0,28%
5.12.2017;3,6;1,17;0,28805;-0,28%
2.12.2017;3,61;1,17;0,28805;0,28%
1.12.2017;3,6;1,17;0,28805;-0,28%
30.11.2017;3,61;1,17;0,28805;0,00%
29.11.2017;3,61;1,17;0,28805;0,00%
28.11.2017;3,61;1,17;0,28805;-0,55%
25.11.2017;3,63;1,17;0,28805;0,00%
24.11.2017;3,63;1,17;0,28805;0,00%
23.11.2017;3,63;1,17;0,28805;0,00%
22.11.2017;3,63;1,17;0,28805;0,00%
21.11.2017;3,63;1,17;0,28805;-0,27%
18.11.2017;3,64;1,17;0,28805;0,55%
17.11.2017;3,62;1,17;0,28805;-0,28%
16.11.2017;3,63;1,17;0,28805;-0,55%
15.11.2017;3,65;1,17;0,28805;-0,54%
14.11.2017;3,67;1,17;0,28805;0,27%
11.11.2017;3,66;1,17;0,28805;0,00%
10.11.2017;3,66;1,17;0,28805;0,00%
9.11.2017;3,66;1,17;0,28805;0,55%
8.11.2017;3,64;1,17;0,28805;0,55%
7.11.2017;3,62;1,17;0,28805;0,56%
4.11.2017;3,6;1,17;0,28805;0,00%
3.11.2017;3,6;1,17;0,28805;-0,28%
1.11.2017;3,61;1,17;0,28805;0,56%
31.10.2017;3,59;1,17;0,28805;0,56%
28.10.2017;3,57;1,17;0,28805;0,85%
27.10.2017;3,54;1,17;0,28805;0,00%
26.10.2017;3,54;1,17;0,28805;0,28%
25.10.2017;3,53;1,17;0,28805;0,00%
24.10.2017;3,53;1,17;0,28805;-0,28%
21.10.2017;3,54;1,17;0,28805;0,00%
20.10.2017;3,54;1,17;0,28805;0,00%
19.10.2017;3,54;1,17;0,28805;-0,28%
18.10.2017;3,55;1,17;0,28805;0,28%
17.10.2017;3,54;1,17;0,28805;0,57%
14.10.2017;3,52;1,17;0,28805;0,00%
13.10.2017;3,52;1,17;0,28805;0,00%
12.10.2017;3,52;1,17;0,28805;-0,56%
11.10.2017;3,54;1,17;0,28805;0,00%
10.10.2017;3,54;1,17;0,28805;-0,28%
7.10.2017;3,55;1,17;0,28805;-0,28%
6.10.2017;3,56;1,17;0,28805;0,28%
5.10.2017;3,55;1,17;0,28805;-0,56%
4.10.2017;3,57;1,17;0,28805;-0,56%
3.10.2017;3,59;1,17;0,28805;-0,28%
30.09.2017;3,6;1,17;0,28805;0,00%
29.09.2017;3,6;1,17;0,28805;0,56%
28.09.2017;3,58;1,17;0,28805;0,56%
27.09.2017;3,56;1,17;0,28805;0,28%
26.09.2017;3,55;1,17;0,28805;0,57%
23.09.2017;3,53;1,17;0,28805;0,00%
22.09.2017;3,53;1,17;0,28805;0,28%
21.09.2017;3,52;1,17;0,28805;0,28%
20.09.2017;3,51;1,17;0,28805;0,00%
19.09.2017;3,51;1,17;0,28805;-0,28%
16.09.2017;3,52;1,17;0,28805;0,86%
15.09.2017;3,49;1,17;0,28805;0,29%
14.09.2017;3,48;1,17;0,28805;0,29%
13.09.2017;3,47;1,17;0,28805;-0,29%
12.09.2017;3,48;1,17;0,28805;-0,29%
9.09.2017;3,49;1,17;0,28805;0,00%
8.09.2017;3,49;1,17;0,28805;0,29%
7.09.2017;3,48;1,17;0,28805;0,29%
6.09.2017;3,47;1,17;0,28805;0,58%
5.09.2017;3,45;1,17;0,28805;0,00%
3.09.2017;3,45;1,17;0,28805;0,00%
2.09.2017;3,45;1,17;0,28805;1,17%
1.09.2017;3,41;1,17;0,28805;0,29%
31.08.2017;3,4;1,17;0,28805;0,29%
30.08.2017;3,39;1,17;0,28805;0,00%
26.08.2017;3,39;1,17;0,28805;0,00%
25.08.2017;3,39;1,17;0,28805;0,30%
24.08.2017;3,38;1,17;0,28805;0,00%
23.08.2017;3,38;1,17;0,28805;0,30%
22.08.2017;3,37;1,17;0,28805;0,00%
19.08.2017;3,37;1,17;0,28805;0,30%
18.08.2017;3,36;1,17;0,28805;-0,59%
17.08.2017;3,38;1,17;0,28805;-0,88%
15.08.2017;3,41;1,17;0,28805;0,00%
12.08.2017;3,41;1,17;0,28805;0,00%
11.08.2017;3,41;1,17;0,28805;0,59%
10.08.2017;3,39;1,17;0,28805;0,00%
9.08.2017;3,39;1,17;0,28805;0,00%
8.08.2017;3,39;1,17;0,28805;-0,29%
5.08.2017;3,4;1,17;0,28805;0,00%
4.08.2017;3,4;1,17;0,28805;0,00%
3.08.2017;3,4;1,17;0,28805;0,00%
2.08.2017;3,4;1,17;0,28805;0,00%
1.08.2017;3,4;1,17;0,28805;0,29%
29.07.2017;3,39;1,17;0,28805;0,59%
28.07.2017;3,37;1,17;0,28805;0,90%
27.07.2017;3,34;1,17;0,28805;-0,60%
26.07.2017;3,36;1,17;0,28805;0,00%
25.07.2017;3,36;1,17;0,28805;-0,30%
22.07.2017;3,37;1,17;0,28805;-0,30%
21.07.2017;3,38;1,17;0,28805;0,30%
20.07.2017;3,37;1,17;0,28805;0,00%
19.07.2017;3,37;1,17;0,28805;0,00%
18.07.2017;3,37;1,17;0,28805;0,00%
15.07.2017;3,37;1,17;0,28805;0,30%
14.07.2017;3,36;1,17;0,28805;0,30%
13.07.2017;3,35;1,17;0,28805;0,30%
12.07.2017;3,34;1,17;0,28805;-0,30%
11.07.2017;3,35;1,17;0,28805;-0,30%
8.07.2017;3,36;1,17;0,28805;-0,88%
7.07.2017;3,39;1,17;0,28805;0,30%
6.07.2017;3,38;1,17;0,28805;0,00%
5.07.2017;3,38;1,17;0,28805;0,90%
4.07.2017;3,35;1,17;0,28805;0,60%
1.07.2017;3,33;1,17;0,28805;0,00%
30.06.2017;3,33;1,17;0,28805;1,22%
29.06.2017;3,29;1,17;0,28805;0,00%
28.06.2017;3,29;1,17;0,28805;0,92%
27.06.2017;3,26;1,17;0,28805;-0,31%
24.06.2017;3,27;1,17;0,28805;0,00%
23.06.2017;3,27;1,17;0,28805;0,31%
22.06.2017;3,26;1,17;0,28805;0,31%
21.06.2017;3,25;1,17;0,28805;0,00%
20.06.2017;3,25;1,17;0,28805;0,31%
17.06.2017;3,24;1,17;0,28805;0,00%
15.06.2017;3,24;1,17;0,28805;-0,31%
14.06.2017;3,25;1,17;0,28805;0,00%
13.06.2017;3,25;1,17;0,28805;0,31%
10.06.2017;3,24;1,17;0,28805;0,00%
9.06.2017;3,24;1,17;0,28805;0,00%
8.06.2017;3,24;1,17;0,28805;-0,61%
7.06.2017;3,26;1,17;0,28805;-0,61%
6.06.2017;3,28;1,17;0,28805;-0,61%
3.06.2017;3,3;1,17;0,28805;-0,60%
2.06.2017;3,32;1,17;0,28805;-0,30%
1.06.2017;3,33;1,17;0,28805;-0,89%
31.05.2017;3,36;1,17;0,28805;-0,59%
27.05.2017;3,38;1,17;0,28805;-0,59%
26.05.2017;3,4;1,17;0,28805;-0,29%
25.05.2017;3,41;1,17;0,28805;0,00%
24.05.2017;3,41;1,17;0,28805;0,00%
23.05.2017;3,41;1,17;0,28805;0,29%
20.05.2017;3,4;1,17;0,28805;0,29%
19.05.2017;3,39;1,17;0,28805;0,00%
18.05.2017;3,39;1,17;0,28805;0,00%
17.05.2017;3,39;1,17;0,28805;0,00%
16.05.2017;3,39;1,17;0,28805;0,30%
13.05.2017;3,38;1,17;0,28805;0,60%
12.05.2017;3,36;1,17;0,28805;0,60%
11.05.2017;3,34;1,17;0,28805;0,30%
10.05.2017;3,33;1,17;0,28805;0,30%
9.05.2017;3,32;1,17;0,28805;-0,30%
6.05.2017;3,33;1,17;0,28805;-0,60%
5.05.2017;3,35;1,17;0,28805;-1,18%
3.05.2017;3,39;1,17;0,28805;-0,59%
29.04.2017;3,41;1,17;0,28805;-0,29%
28.04.2017;3,42;1,17;0,28805;-0,29%
27.04.2017;3,43;1,17;0,28805;-1,15%
26.04.2017;3,47;1,17;0,28805;-0,86%
25.04.2017;3,5;1,17;0,28805;-0,85%
22.04.2017;3,53;1,17;0,28805;-0,56%
21.04.2017;3,55;1,17;0,28805;-0,28%
20.04.2017;3,56;1,17;0,28805;-0,28%
19.04.2017;3,57;1,17;0,28805;-0,56%
14.04.2017;3,59;1,17;0,28805;0,00%
13.04.2017;3,59;1,17;0,28805;0,28%
12.04.2017;3,58;1,17;0,28805;0,56%
11.04.2017;3,56;1,17;0,28805;0,56%
8.04.2017;3,54;1,17;0,28805;0,28%
7.04.2017;3,53;1,17;0,28805;0,57%
6.04.2017;3,51;1,17;0,28805;0,29%
5.04.2017;3,5;1,17;0,28805;0,86%
4.04.2017;3,47;1,17;0,28805;0,29%
1.04.2017;3,46;1,17;0,28805;0,29%
31.03.2017;3,45;1,17;0,28805;0,88%
30.03.2017;3,42;1,17;0,28805;0,29%
29.03.2017;3,41;1,17;0,28805;0,00%
28.03.2017;3,41;1,17;0,28805;0,00%
25.03.2017;3,41;1,17;0,28805;-0,29%
24.03.2017;3,42;1,17;0,28805;-0,29%
23.03.2017;3,43;1,17;0,28805;-0,29%
22.03.2017;3,44;1,17;0,28805;-0,29%
21.03.2017;3,45;1,17;0,28805;0,00%
18.03.2017;3,45;1,17;0,28805;-0,29%
17.03.2017;3,46;1,17;0,28805;0,00%
16.03.2017;3,46;1,17;0,28805;-0,29%
15.03.2017;3,47;1,17;0,28805;-0,57%
14.03.2017;3,49;1,17;0,28805;-0,85%
11.03.2017;3,52;1,17;0,28805;-1,12%
10.03.2017;3,56;1,17;0,28805;-0,84%
9.03.2017;3,59;1,17;0,28805;0,00%
8.03.2017;3,59;1,17;0,28805;0,00%
7.03.2017;3,59;1,17;0,28805;-0,28%
4.03.2017;3,6;1,17;0,28805;0,00%
3.03.2017;3,6;1,17;0,28805;-0,28%
2.03.2017;3,61;1,17;0,28805;0,28%
1.03.2017;3,6;1,17;0,28805;-0,28%
28.02.2017;3,61;1,17;0,28805;0,00%
25.02.2017;3,61;1,17;0,28805;-0,28%
24.02.2017;3,62;1,17;0,28805;0,28%
23.02.2017;3,61;1,17;0,28805;0,00%
22.02.2017;3,61;1,17;0,28805;0,28%
21.02.2017;3,6;1,17;0,28805;0,28%
18.02.2017;3,59;1,17;0,28805;-0,28%
17.02.2017;3,6;1,17;0,28805;0,00%
16.02.2017;3,6;1,17;0,28805;0,00%
15.02.2017;3,6;1,17;0,28805;0,28%
14.02.2017;3,59;1,17;0,28805;-0,28%
13.02.2017;3,6;1,17;0,28805;0,28%
11.02.2017;3,59;1,17;0,28805;0,00%
10.02.2017;3,59;1,17;0,28805;0,00%
9.02.2017;3,59;1,17;0,28805;0,28%
8.02.2017;3,58;1,17;0,28805;-0,28%
7.02.2017;3,59;1,17;0,28805;-0,28%
4.02.2017;3,6;1,17;0,28805;0,28%
3.02.2017;3,59;1,17;0,28805;-0,28%
2.02.2017;3,6;1,17;0,28805;0,00%
1.02.2017;3,6;1,17;0,28805;0,00%
31.01.2017;3,6;1,17;0,28805;-0,28%
28.01.2017;3,61;1,17;0,28805;0,00%
27.01.2017;3,61;1,17;0,28805;0,28%
26.01.2017;3,6;1,17;0,28805;0,00%
25.01.2017;3,6;1,17;0,28805;0,28%
24.01.2017;3,59;1,17;0,28805;-0,28%
21.01.2017;3,6;1,17;0,28805;0,28%
20.01.2017;3,59;1,17;0,28805;-0,28%
19.01.2017;3,6;1,17;0,28805;-0,28%
18.01.2017;3,61;1,17;0,28805;-0,28%
17.01.2017;3,62;1,17;0,28805;0,00%
14.01.2017;3,62;1,17;0,28805;-0,28%
13.01.2017;3,63;1,17;0,28805;0,00%
12.01.2017;3,63;1,17;0,28805;-0,27%
11.01.2017;3,64;1,17;0,28805;-0,55%
10.01.2017;3,66;1,17;0,28805;-0,54%
6.01.2017;3,68;1,17;0,28805;-0,54%
5.01.2017;3,7;1,17;0,28805;-0,27%
4.01.2017;3,71;1,17;0,28805;-0,27%
31.12.2016;3,72;1,17;0,28805;0,00%
30.12.2016;3,72;1,17;0,28805;0,54%
29.12.2016;3,7;1,17;0,28805;0,54%
24.12.2016;3,68;1,17;0,28805;-0,54%
23.12.2016;3,7;1,17;0,28805;0,00%
22.12.2016;3,7;1,17;0,28805;-0,27%
21.12.2016;3,71;1,17;0,28805;0,54%
20.12.2016;3,69;1,17;0,28805;0,27%
17.12.2016;3,68;1,17;0,28805;0,27%
16.12.2016;3,67;1,17;0,28805;-0,27%
15.12.2016;3,68;1,17;0,28805;0,00%
14.12.2016;3,68;1,17;0,28805;1,10%
13.12.2016;3,64;1,17;0,28805;0,83%
10.12.2016;3,61;1,17;0,28805;0,28%
9.12.2016;3,6;1,17;0,28805;-0,83%
8.12.2016;3,63;1,17;0,28805;-0,27%
7.12.2016;3,64;1,17;0,28805;-0,27%
6.12.2016;3,65;1,17;0,28805;1,11%
3.12.2016;3,61;1,17;0,28805;1,69%
2.12.2016;3,55;1,17;0,28805;1,43%
1.12.2016;3,5;1,17;0,28805;0,29%
30.11.2016;3,49;1,17;0,28805;-0,57%
29.11.2016;3,51;1,17;0,28805;0,00%
26.11.2016;3,51;1,17;0,28805;-0,28%
25.11.2016;3,52;1,17;0,28805;0,28%
24.11.2016;3,51;1,17;0,28805;0,00%
23.11.2016;3,51;1,17;0,28805;0,86%
22.11.2016;3,48;1,17;0,28805;0,87%
19.11.2016;3,45;1,17;0,28805;0,88%
18.11.2016;3,42;1,17;0,28805;1,18%
17.11.2016;3,38;1,17;0,28805;0,60%
16.11.2016;3,36;1,17;0,28805;0,60%
15.11.2016;3,34;1,17;0,28805;-0,30%
11.11.2016;3,35;1,17;0,28805;0,30%
10.11.2016;3,34;1,17;0,28805;0,30%
9.11.2016;3,33;1,17;0,28805;0,00%
8.11.2016;3,33;1,17;0,28805;0,00%
5.11.2016;3,33;1,17;0,28805;-0,60%
4.11.2016;3,35;1,17;0,28805;-1,47%
3.11.2016;3,4;1,17;0,28805;-2,30%
1.11.2016;3,48;1,17;0,28805;-0,57%
29.10.2016;3,5;1,17;0,28805;-0,28%
28.10.2016;3,51;1,17;0,28805;0,29%
27.10.2016;3,5;1,17;0,28805;-0,28%
26.10.2016;3,51;1,17;0,28805;-0,28%
25.10.2016;3,52;1,17;0,28805;-0,28%
22.10.2016;3,53;1,17;0,28805;0,28%
21.10.2016;3,52;1,17;0,28805;-0,56%
20.10.2016;3,54;1,17;0,28805;1,43%
19.10.2016;3,49;1,17;0,28805;-0,29%
18.10.2016;3,5;1,17;0,28805;0,29%
15.10.2016;3,49;1,17;0,28805;-0,57%
14.10.2016;3,51;1,17;0,28805;0,57%
13.10.2016;3,49;1,17;0,28805;0,00%
12.10.2016;3,49;1,17;0,28805;0,00%
11.10.2016;3,49;1,17;0,28805;0,58%
8.10.2016;3,47;1,17;0,28805;-0,29%
7.10.2016;3,48;1,17;0,28805;0,58%
6.10.2016;3,46;1,17;0,28805;0,58%
5.10.2016;3,44;1,17;0,28805;1,18%
4.10.2016;3,4;1,17;0,28805;-0,29%
1.10.2016;3,41;1,17;0,28805;0,59%
30.09.2016;3,39;1,17;0,28805;1,80%
29.09.2016;3,33;1,17;0,28805;-0,30%
28.09.2016;3,34;1,17;0,28805;-0,60%
27.09.2016;3,36;1,17;0,28805;0,00%
24.09.2016;3,36;1,17;0,28805;0,00%
23.09.2016;3,36;1,17;0,28805;-0,30%
22.09.2016;3,37;1,17;0,28805;0,30%
21.09.2016;3,36;1,17;0,28805;-0,30%
20.09.2016;3,37;1,17;0,28805;0,60%
17.09.2016;3,35;1,17;0,28805;-0,30%
16.09.2016;3,36;1,17;0,28805;-0,30%
15.09.2016;3,37;1,17;0,28805;-0,30%
14.09.2016;3,38;1,17;0,28805;-0,29%
13.09.2016;3,39;1,17;0,28805;0,00%
10.09.2016;3,39;1,17;0,28805;0,00%
9.09.2016;3,39;1,17;0,28805;0,59%
8.09.2016;3,37;1,17;0,28805;0,00%
7.09.2016;3,37;1,17;0,28805;-0,30%
6.09.2016;3,38;1,17;0,28805;-0,29%
3.09.2016;3,39;1,17;0,28805;0,59%
2.09.2016;3,37;1,17;0,28805;-0,30%
1.09.2016;3,38;1,17;0,28805;0,30%
31.08.2016;3,37;1,17;0,28805;-0,30%
28.08.2016;3,38;1,17;0,28805;0,60%
27.08.2016;3,36;1,17;0,28805;0,30%
26.08.2016;3,35;1,17;0,28805;0,30%
25.08.2016;3,34;1,17;0,28805;0,00%
24.08.2016;3,34;1,17;0,28805;0,00%
23.08.2016;3,34;1,17;0,28805;0,30%
20.08.2016;3,33;1,17;0,28805;0,30%
19.08.2016;3,32;1,17;0,28805;0,91%
18.08.2016;3,29;1,17;0,28805;0,30%
17.08.2016;3,28;1,17;0,28805;1,86%
13.08.2016;3,22;1,17;0,28805;0,63%
12.08.2016;3,2;1,17;0,28805;0,31%
11.08.2016;3,19;1,17;0,28805;0,31%
10.08.2016;3,18;1,17;0,28805;0,63%
9.08.2016;3,16;1,17;0,28805;0,64%
6.08.2016;3,14;1,17;0,28805;0,64%
5.08.2016;3,12;1,17;0,28805;0,32%
4.08.2016;3,11;1,17;0,28805;-0,64%
3.08.2016;3,13;1,17;0,28805;-0,32%
2.08.2016;3,14;1,17;0,28805;-1,26%
